R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
-0.667771,-0.667771,-1.369329,-1.198545,-1.138346,-1.138346,-1.563134,-1.508145,-0.094990,-0.094990,0.101872,0.101872,0.166667,0.154542,-1.161861,-1.095920,0.960701,0.895351,3.366738,2.842809,0.317623,0.326357
-0.679216,-0.679216,-1.384948,-1.213854,-1.149759,-1.149759,-1.563134,-1.559078,-0.093581,-0.093581,0.124243,0.124243,0.156249,0.144502,-1.106522,-1.029597,1.372791,1.376774,3.664717,3.443170,0.317623,0.326459
-0.690788,-0.690788,-1.400863,-1.229837,-1.164254,-1.164254,-1.595136,-1.648322,-0.092244,-0.092244,0.119982,0.119982,0.145001,0.134202,-1.154740,-1.088805,0.852225,1.136446,3.223825,2.907783,0.317731,0.326511
-0.702552,-0.702552,-1.416910,-1.246572,-1.185224,-1.185224,-1.630293,-1.692043,-0.092153,-0.092153,0.078436,0.078436,0.131371,0.119230,-1.339144,-1.460014,0.713997,-0.220363,4.995132,0.204585,0.317842,0.326777
-0.714467,-0.714467,-1.433302,-1.263112,-1.196674,-1.196674,-1.664098,-1.640209,-0.090989,-0.090989,0.084828,0.084828,0.118215,0.106670,-1.332759,-1.266814,1.044093,0.931601,3.872502,3.402269,0.318000,0.327095
-0.726488,-0.726488,-1.450130,-1.279820,-1.207335,-1.207335,-1.710072,-1.693846,-0.089392,-0.089392,0.075241,0.075241,0.105309,0.095112,-1.386297,-1.364323,1.032743,0.744421,4.270679,3.013030,0.318321,0.327465
-0.738643,-0.738643,-1.467256,-1.296969,-1.222174,-1.222174,-1.736665,-1.727651,-0.088253,-0.088253,0.075241,0.075241,0.091400,0.080399,-1.463214,-1.474208,0.449082,0.039274,3.850307,1.711134,0.318271,0.327616
-0.750926,-0.750926,-1.484589,-1.314123,-1.233198,-1.233198,-1.727200,-1.725848,-0.086713,-0.086713,0.090154,0.090154,0.075377,0.067438,-1.646133,-1.415341,-0.256783,0.434940,0.557301,4.397779,0.318905,0.327717
-0.763305,-0.763305,-1.501586,-1.331652,-1.241555,-1.241555,-1.667704,-1.743877,-0.084764,-0.084764,0.117851,0.117851,0.062634,0.053191,-1.365682,-1.519523,0.778155,0.094864,5.293539,0.161020,0.318957,0.327983
-0.775768,-0.775768,-1.518329,-1.349186,-1.250633,-1.250633,-1.713227,-1.764611,-0.082820,-0.082820,0.119982,0.119982,0.050087,0.039105,-1.385531,-1.330567,0.630404,0.683630,3.310003,2.659937,0.319174,0.328088
-0.788334,-0.788334,-1.535651,-1.366695,-1.261110,-1.261110,-1.707368,-1.727651,-0.081106,-0.081106,0.114655,0.114655,0.034828,0.024987,-1.566663,-1.588637,-0.442182,-0.850282,2.337369,0.135562,0.319656,0.328140
-0.800991,-0.800991,-1.552489,-1.383551,-1.268989,-1.268989,-1.651928,-1.632547,-0.079574,-0.079574,0.090154,0.090154,0.021301,0.010511,-1.437321,-1.448315,-0.047738,-0.483569,3.032452,0.920784,0.319495,0.328456
-0.813694,-0.813694,-1.568834,-1.399647,-1.270238,-1.270238,-1.636603,-1.603249,-0.077569,-0.077569,0.088024,0.088024,0.009570,-0.001225,-1.296584,-1.219675,0.365660,0.462701,2.952826,2.833678,0.319601,0.328557
-0.826377,-0.826377,-1.585390,-1.415937,-1.268145,-1.268145,-1.661394,-1.679423,-0.074922,-0.074922,0.143418,0.143418,-0.000938,-0.010975,-1.208210,-1.175271,0.564290,0.721478,3.148596,2.158497,0.319868,0.328401
-0.839076,-0.839076,-1.601812,-1.433462,-1.272593,-1.272593,-1.646069,-1.758751,-0.072487,-0.072487,0.074175,0.074175,-0.012054,-0.023045,-1.321427,-1.288465,-0.561128,0.144943,2.606245,1.459545,0.319494,0.328504
-0.851871,-0.851871,-1.618089,-1.450877,-1.283827,-1.283827,-1.580262,-1.661844,-0.071977,-0.071977,-0.021698,-0.021698,-0.026222,-0.038931,-1.505202,-1.560154,-1.612609,-1.830844,2.551766,-0.860270,0.319658,0.328406
-0.864723,-0.864723,-1.633144,-1.466259,-1.285012,-1.285012,-1.455410,-1.496426,-0.071630,-0.071630,-0.003589,-0.003589,-0.039431,-0.052315,-1.289299,-1.410179,-0.683854,-1.469649,4.096196,-0.835114,0.320134,0.328510
-0.877447,-0.877447,-1.647573,-1.480493,-1.262524,-1.262524,-1.498229,-1.431521,-0.069516,-0.069516,0.144483,0.144483,-0.043598,-0.058794,-0.558804,-0.492881,2.933535,2.999947,6.358788,5.271027,0.319762,0.328662
-0.890022,-0.890022,-1.663796,-1.496264,-1.254813,-1.254813,-1.660492,-1.695649,-0.066638,-0.066638,0.094415,0.094415,-0.050829,-0.064295,-0.993511,-0.861632,0.651870,0.965854,2.828765,3.523437,0.319283,0.328141
-0.902685,-0.902685,-1.680760,-1.513494,-1.275869,-1.275869,-1.632997,-1.700156,-0.066997,-0.066997,-0.111181,-0.111181,-0.069692,-0.081063,-1.913370,-1.979307,-4.459436,-5.012173,-0.838274,-4.265136,0.319550,0.327726
-0.915460,-0.915460,-1.695002,-1.527871,-1.274599,-1.274599,-1.228241,-1.186323,-0.068159,-0.068159,-0.129290,-0.129290,-0.084976,-0.096152,-1.447959,-1.261154,-2.661444,-1.845067,-0.022306,2.316514,0.319869,0.327985
-0.927965,-0.927965,-1.706453,-1.539321,-1.227626,-1.227626,-1.194436,-1.189028,-0.067263,-0.067263,0.135961,0.135961,-0.083306,-0.099261,0.124973,0.124973,5.225983,4.936612,10.235210,7.542683,0.319552,0.327824
-0.940054,-0.940054,-1.720168,-1.553343,-1.197050,-1.197050,-1.479298,-1.592882,-0.064884,-0.064884,0.231835,0.231835,-0.085891,-0.101459,-0.372565,-0.515419,2.893845,1.692067,7.040249,1.173498,0.318801,0.326674
-0.952147,-0.952147,-1.736567,-1.570045,-1.221478,-1.221478,-1.669507,-1.696550,-0.064265,-0.064265,-0.116507,-0.116507,-0.102830,-0.115909,-1.885739,-1.907732,-5.283966,-5.664447,-2.200867,-4.896159,0.318376,0.325775
-0.964430,-0.964430,-1.751034,-1.583851,-1.228919,-1.228919,-1.267905,-1.128630,-0.066594,-0.066594,-0.277362,-0.277362,-0.121931,-0.133296,-1.815838,-1.629008,-5.627332,-4.993218,-2.879074,-0.545232,0.319339,0.326252
-0.976481,-0.976481,-1.762138,-1.593745,-1.179751,-1.179751,-1.015947,-0.920392,-0.067458,-0.067458,-0.018503,-0.018503,-0.122788,-0.136454,0.014465,0.047432,3.671079,2.819823,8.656423,7.113508,0.319127,0.326358
-0.987978,-0.987978,-1.773809,-1.604757,-1.130729,-1.130729,-1.383743,-1.326951,-0.065819,-0.065819,0.175376,0.175376,-0.121150,-0.134815,-0.055394,0.153395,3.069100,3.800427,5.128787,7.565986,0.318378,0.325623
-0.999272,-0.999272,-1.788554,-1.619804,-1.137582,-1.137582,-1.594234,-1.607756,-0.064376,-0.064376,-0.038743,-0.038743,-0.134016,-0.144068,-1.467311,-1.467308,-4.475355,-4.328596,-1.815252,-3.501476,0.318002,0.324460
-1.010735,-1.010735,-1.803040,-1.634138,-1.151054,-1.151054,-1.261145,-1.175956,-0.066589,-0.066589,-0.276297,-0.276297,-0.150924,-0.161909,-1.715869,-1.693883,-6.237661,-6.343032,-2.336205,-3.664828,0.318374,0.325094
-1.022109,-1.022109,-1.813981,-1.644467,-1.118219,-1.118219,-0.914082,-0.883432,-0.067652,-0.067652,-0.106920,-0.106920,-0.156374,-0.166413,-0.425604,-0.150877,-0.029883,1.047781,2.719127,7.271728,0.319177,0.325511
-1.032946,-1.032946,-1.823150,-1.654003,-1.057252,-1.057252,-1.055611,-1.090317,-0.067173,-0.067173,0.165788,0.165788,-0.151310,-0.165547,0.484475,0.253700,4.304233,3.353634,10.975373,3.366680,0.317895,0.324986
-1.043371,-1.043371,-1.835606,-1.667175,-1.037585,-1.037585,-1.316134,-1.472086,-0.065047,-0.065047,0.070980,0.070980,-0.156628,-0.169345,-0.742204,-0.764190,-1.943593,-1.885398,1.230628,-1.382282,0.317840,0.323983
-1.053829,-1.053829,-1.848503,-1.681000,-1.050701,-1.050701,-1.137644,-1.188126,-0.066001,-0.066001,-0.203859,-0.203859,-0.173024,-0.183077,-1.588474,-1.665401,-6.420043,-7.279196,-2.706342,-6.113533,0.317895,0.324035
-1.064277,-1.064277,-1.858348,-1.691010,-1.030220,-1.030220,-0.834753,-0.773003,-0.067820,-0.067820,-0.169770,-0.169770,-0.178293,-0.190792,-0.587355,-0.169771,-1.780874,-0.357646,-0.280293,7.123213,0.318640,0.324618
-1.074249,-1.074249,-1.865513,-1.698855,-0.967556,-0.967556,-0.737846,-0.840162,-0.067934,-0.067934,0.080567,0.080567,-0.172674,-0.188804,0.564083,0.278370,3.778948,1.998996,11.278408,2.133987,0.317894,0.324250
-1.083676,-1.083676,-1.875068,-1.708889,-0.927644,-0.927644,-1.105642,-1.173252,-0.066183,-0.066183,0.189224,0.189224,-0.172647,-0.188958,-0.052534,-0.019566,1.028028,0.294601,3.521920,1.570751,0.316983,0.323617
-1.092948,-1.092948,-1.886527,-1.720844,-0.927883,-0.927883,-1.152068,-1.090317,-0.065319,-0.065319,-0.096267,-0.096267,-0.184176,-0.195922,-1.272091,-1.096283,-5.492591,-5.543032,-4.608569,-2.556189,0.316291,0.323138
-1.102186,-1.102186,-1.895607,-1.729855,-0.913471,-0.913471,-0.726578,-0.706295,-0.066365,-0.066365,-0.209185,-0.209185,-0.192082,-0.204032,-0.890507,-0.604785,-4.184410,-3.640180,-2.534697,1.984376,0.316610,0.323827
-1.111037,-1.111037,-1.901615,-1.735946,-0.855385,-0.855385,-0.566118,-0.614797,-0.066253,-0.066253,0.092285,0.092285,-0.186819,-0.200661,0.586786,0.465913,2.847951,2.051308,8.414194,3.394617,0.317522,0.323670
-1.119259,-1.119259,-1.908948,-1.743340,-0.801614,-0.801614,-0.950140,-0.905067,-0.064108,-0.064108,0.272315,0.272315,-0.180680,-0.197383,0.525061,0.448144,2.523868,2.201373,6.307155,1.810808,0.316821,0.323032
-1.127210,-1.127210,-1.919734,-1.754154,-0.798083,-0.798083,-1.140349,-1.173252,-0.062109,-0.062109,0.050740,0.050740,-0.188404,-0.201103,-0.916287,-0.784414,-4.956369,-4.128565,-4.160936,-3.253836,0.317628,0.322504
-1.135254,-1.135254,-1.929591,-1.763547,-0.806147,-0.806147,-0.843317,-0.726127,-0.063715,-0.063715,-0.201728,-0.201728,-0.201080,-0.212440,-1.179752,-1.124817,-6.692163,-6.675703,-4.017176,-4.625156,0.318909,0.323300
-1.143086,-1.143086,-1.935687,-1.769270,-0.759418,-0.759418,-0.441716,-0.430899,-0.064570,-0.064570,-0.029155,-0.029155,-0.196581,-0.211753,0.443377,0.586227,1.070427,1.700362,5.004789,5.762028,0.318269,0.323830
-1.150318,-1.150318,-1.940355,-1.774277,-0.695832,-0.695832,-0.609388,-0.663025,-0.063604,-0.063604,0.188159,0.188159,-0.188561,-0.206036,0.748595,0.649706,2.432480,2.367115,7.343619,2.238279,0.317362,0.323349
-1.157084,-1.157084,-1.947250,-1.782408,-0.669282,-0.669282,-0.722521,-0.955098,-0.060838,-0.060838,0.145548,0.145548,-0.190192,-0.205365,-0.261047,-0.436874,-2.447632,-3.248255,0.937193,-5.529278,0.316982,0.322874
-1.163752,-1.163752,-1.954063,-1.790329,-0.666818,-0.666818,-0.604881,-0.572428,-0.060897,-0.060897,-0.078157,-0.078157,-0.195385,-0.210958,-0.528708,-0.616622,-3.696189,-5.184763,-0.269479,-4.797544,0.317152,0.323036
-1.170206,-1.170206,-1.958954,-1.794427,-0.623869,-0.623869,-0.415123,-0.242042,-0.060695,-0.060695,0.060327,0.060327,-0.191181,-0.208269,0.455930,0.686705,1.239378,0.962169,2.692974,5.137190,0.317948,0.323511
-1.176105,-1.176105,-1.963772,-1.797379,-0.565778,-0.565778,-0.640488,-0.367796,-0.058958,-0.058958,0.249944,0.249944,-0.183340,-0.200811,0.744446,0.832364,2.550525,2.021754,4.192396,3.330688,0.317417,0.322874
-1.181596,-1.181596,-1.971578,-1.803002,-0.542305,-0.542305,-0.761284,-0.708999,-0.056433,-0.056433,0.148744,0.148744,-0.186157,-0.198087,-0.400708,-0.093010,-3.797876,-2.152710,-5.344707,-0.310583,0.318055,0.322506
-1.187024,-1.187024,-1.977297,-1.809381,-0.540875,-0.540875,-0.403855,-0.507973,-0.055866,-0.055866,-0.043004,-0.043004,-0.192276,-0.201927,-0.592451,-0.548500,-5.354705,-4.607006,-3.659904,-4.223607,0.318110,0.322767
-1.192230,-1.192230,-1.979706,-1.812930,-0.498898,-0.498898,-0.125754,-0.216801,-0.055213,-0.055213,0.076306,0.076306,-0.185313,-0.198403,0.702685,0.691701,0.803721,1.534685,4.685143,2.307457,0.318912,0.323138
-1.196888,-1.196888,-1.981032,-1.815835,-0.441084,-0.441084,-0.273594,-0.432701,-0.053314,-0.053314,0.282967,0.282967,-0.173881,-0.191927,1.107150,0.799449,2.954817,2.244271,8.484137,-1.434704,0.317949,0.322823
-1.201152,-1.201152,-1.985727,-1.821756,-0.420012,-0.420012,-0.645446,-0.705394,-0.050214,-0.050214,0.195616,0.195616,-0.171358,-0.189586,0.063746,-0.057128,-2.004586,-2.291369,0.354080,-5.355327,0.318108,0.322611
-1.205398,-1.205398,-1.991919,-1.827509,-0.428558,-0.428558,-0.479577,-0.324075,-0.050122,-0.050122,-0.103724,-0.103724,-0.178124,-0.193691,-0.763065,-0.664168,-6.281806,-6.066751,-5.316917,-5.598278,0.318754,0.323033
-1.209590,-1.209590,-1.995163,-1.829463,-0.400598,-0.400598,-0.164517,-0.002704,-0.050928,-0.050928,-0.039808,-0.039808,-0.176464,-0.191277,0.322833,0.685470,-0.912299,0.217454,-0.821201,5.003378,0.319124,0.324037
-1.213274,-1.213274,-1.995868,-1.829697,-0.340925,-0.340925,-0.113584,-0.119444,-0.050120,-0.050120,0.188159,0.188159,-0.164402,-0.182062,1.210134,1.001353,3.555111,2.041712,8.159386,0.558449,0.318645,0.323825
-1.216443,-1.216443,-1.998760,-1.832882,-0.303674,-0.303674,-0.419180,-0.495804,-0.047478,-0.047478,0.241422,0.241422,-0.158713,-0.175224,0.472190,0.505162,-0.096957,-0.187171,0.589200,-1.343940,0.318428,0.323191
-1.219475,-1.219475,-2.002764,-1.838188,-0.303554,-0.303554,-0.303793,-0.428194,-0.045690,-0.045690,-0.015307,-0.015307,-0.161292,-0.176102,-0.399920,-0.421906,-4.571338,-5.291322,-3.425279,-6.317553,0.318594,0.323085
-1.222476,-1.222476,-2.004407,-1.840147,-0.289368,-0.289368,-0.034256,-0.037411,-0.046179,-0.046179,-0.098397,-0.098397,-0.159693,-0.176412,0.198307,0.242264,-1.619773,-2.631856,0.626215,-1.080945,0.319391,0.323876
-1.225078,-1.225078,-2.004334,-1.839614,-0.234572,-0.234572,-0.074821,0.014423,-0.045276,-0.045276,0.122112,0.122112,-0.148299,-0.166339,1.089151,1.144089,3.388319,1.559084,4.939543,3.260927,0.319341,0.323985
-1.227208,-1.227208,-2.006978,-1.840558,-0.199590,-0.199590,-0.426391,-0.203730,-0.042863,-0.042863,0.177506,0.177506,-0.141319,-0.158215,0.529156,0.551138,0.530754,-0.997564,0.807973,-1.429949,0.318693,0.323350
-1.229181,-1.229181,-2.011791,-1.842775,-0.199013,-0.199013,-0.425490,-0.144234,-0.041510,-0.041510,-0.012111,-0.012111,-0.146060,-0.155910,-0.583542,-0.023099,-5.453273,-3.806703,-10.392706,0.733449,0.319446,0.323404
-1.231125,-1.231125,-2.014026,-1.843006,-0.182436,-0.182436,-0.069863,0.103217,-0.042191,-0.042191,-0.076027,-0.076027,-0.146562,-0.153521,0.055843,0.396498,-3.295184,-1.299658,-4.316106,2.301087,0.320241,0.323935
-1.232692,-1.232692,-2.013370,-1.842060,-0.134799,-0.134799,0.099611,0.043721,-0.041785,-0.041785,0.116786,0.116786,-0.136043,-0.144939,1.094799,1.006894,1.450093,2.386503,4.773767,1.353755,0.320189,0.323878
-1.233838,-1.233838,-2.013227,-1.843337,-0.102941,-0.102941,-0.105020,-0.303342,-0.039110,-0.039110,0.174310,0.174310,-0.126869,-0.138433,0.712765,0.471017,-0.055993,-0.336405,3.122883,-4.223079,0.319763,0.323353
-1.234838,-1.234838,-2.014812,-1.846997,-0.100383,-0.100383,-0.157756,-0.332639,-0.037223,-0.037223,0.010260,0.010260,-0.126324,-0.138267,-0.055674,-0.231502,-3.551287,-4.476505,-1.550613,-7.464595,0.320241,0.323301
-1.235837,-1.235837,-2.015665,-1.848119,-0.094311,-0.094311,-0.002254,0.041918,-0.037365,-0.037365,-0.013176,-0.013176,-0.122445,-0.139373,0.382422,0.129684,-0.201190,-4.073448,2.537308,-5.930788,0.320298,0.323985
-1.236584,-1.236584,-2.015962,-1.846028,-0.058926,-0.058926,-0.113584,0.272692,-0.035777,-0.035777,0.137026,0.137026,-0.114777,-0.129386,0.730430,0.983172,2.505560,-0.468985,-0.474173,2.902237,0.319976,0.324513
-1.236987,-1.236987,-2.018449,-1.843426,-0.029058,-0.029058,-0.378614,0.200124,-0.033603,-0.033603,0.173245,0.173245,-0.108972,-0.118988,0.436981,0.953458,1.033101,-0.398794,-5.295571,4.815078,0.319389,0.324146
-1.237201,-1.237201,-2.021701,-1.841903,-0.018133,-0.018133,-0.290721,0.119894,-0.032479,-0.032479,0.033695,0.033695,-0.111273,-0.113503,-0.295978,0.286444,-3.112561,-3.544697,-10.599176,2.288453,0.319181,0.323876
-1.237284,-1.237284,-2.022579,-1.840289,0.001851,0.001851,0.105471,0.205082,-0.032274,-0.032274,0.009194,0.009194,-0.110505,-0.109100,0.108093,0.525677,-1.899750,-1.923805,-6.878397,2.863782,0.319764,0.323879
-1.237076,-1.237076,-2.020965,-1.838093,0.037966,0.037966,0.201477,0.198322,-0.031019,-0.031019,0.146613,0.146613,-0.100108,-0.100781,1.058700,0.871902,2.757680,0.106271,3.470753,-0.843203,0.320402,0.323507
-1.236537,-1.236537,-2.020084,-1.836961,0.064151,0.064151,-0.037861,0.054088,-0.027867,-0.027867,0.199877,0.199877,-0.088727,-0.093620,0.969096,0.650428,3.064729,-1.371224,3.830891,-4.167190,0.320137,0.323034
-1.235849,-1.235849,-2.021411,-1.836005,0.071471,0.071471,-0.244296,0.161362,-0.025549,-0.025549,0.062458,0.062458,-0.087553,-0.089590,-0.014465,0.183338,-1.198738,-4.507481,-6.331270,-2.149192,0.320137,0.322982
-1.235085,-1.235085,-2.023129,-1.832873,0.083520,0.083520,-0.086991,0.439913,-0.024677,-0.024677,-0.007850,-0.007850,-0.086681,-0.084318,0.014128,0.508638,-1.152009,-3.110361,-8.513590,3.124729,0.320137,0.323563
-1.234091,-1.234091,-2.023308,-1.827965,0.115334,0.115334,0.013071,0.474619,-0.024049,-0.024049,0.128504,0.128504,-0.081494,-0.074152,0.568060,1.062569,1.134967,0.346212,-6.219462,6.233928,0.320136,0.323671
-1.232763,-1.232763,-2.023581,-1.824146,0.144696,0.144696,-0.057694,0.291623,-0.022105,-0.022105,0.204138,0.204138,-0.073431,-0.064975,0.742593,0.896457,2.008205,-0.200175,-3.027526,1.881270,0.320030,0.323243
-1.231249,-1.231249,-2.024122,-1.821922,0.154214,0.154214,-0.121697,0.207787,-0.019757,-0.019757,0.088024,0.088024,-0.070126,-0.059382,0.186924,0.274838,-0.885388,-3.272326,-5.732590,-1.944307,0.320084,0.322982
-1.229695,-1.229695,-2.025234,-1.819281,0.158902,0.158902,-0.019832,0.349316,-0.018339,-0.018339,0.036891,0.036891,-0.068705,-0.056244,0.047879,0.366566,-1.684120,-2.825576,-8.374444,0.931292,0.320191,0.323352
-1.228003,-1.228003,-2.024863,-1.814933,0.178751,0.178751,0.040115,0.500311,-0.016242,-0.016242,0.105068,0.105068,-0.062055,-0.049003,0.555617,0.676505,0.741819,-0.991881,-3.962733,0.952044,0.320615,0.323612
-1.226072,-1.226072,-2.024864,-1.810300,0.203316,0.203316,-0.076624,0.410616,-0.013381,-0.013381,0.163658,0.163658,-0.051929,-0.039263,0.833984,0.855968,2.007628,0.336972,-1.720314,0.889177,0.320508,0.323618
-1.223984,-1.223984,-2.025748,-1.806872,0.209582,0.209582,-0.119894,0.277650,-0.010945,-0.010945,0.083763,0.083763,-0.046817,-0.033583,0.303540,0.303546,-1.040988,-1.905704,-4.634890,-2.426723,0.320191,0.323457
-1.221883,-1.221883,-2.026503,-1.803481,0.210775,0.210775,0.042369,0.413320,-0.010481,-0.010481,-0.014242,-0.014242,-0.045974,-0.031604,0.040703,0.139608,-2.835410,-2.476377,-6.660330,-2.028259,0.320831,0.323560
-1.219702,-1.219702,-2.025029,-1.798971,0.227425,0.227425,0.209139,0.466056,-0.009467,-0.009467,0.046479,0.046479,-0.038679,-0.026030,0.738797,0.562962,0.157392,0.230588,-0.073778,-1.951953,0.321091,0.323984
-1.217283,-1.217283,-2.023330,-1.794857,0.249074,0.249074,0.066708,0.286214,-0.006720,-0.006720,0.126373,0.126373,-0.025063,-0.017533,1.104412,0.829675,1.793642,2.207459,3.081216,-1.884164,0.321144,0.323669
-1.214755,-1.214755,-2.023158,-1.793316,0.252422,0.252422,-0.007662,0.093752,-0.004828,-0.004828,0.035826,0.035826,-0.018200,-0.012982,0.475394,0.145718,-1.351519,-1.041757,0.141142,-6.450878,0.321147,0.323348
-1.212316,-1.212316,-2.023145,-1.791379,0.238335,0.238335,0.082934,0.316413,-0.005596,-0.005596,-0.164444,-0.164444,-0.018405,-0.015270,-0.021585,-0.296315,-3.756818,-3.769283,-2.065413,-7.752299,0.321411,0.323456
-1.209926,-1.209926,-2.021178,-1.786520,0.245487,0.245487,0.279002,0.568822,-0.007307,-0.007307,-0.169770,-0.169770,-0.013044,-0.013759,0.599450,0.335726,-0.358982,-1.118493,2.418568,-3.647183,0.321891,0.324141
-1.207284,-1.207284,-2.018755,-1.780520,0.278457,0.278457,0.131613,0.513382,-0.006084,-0.006084,0.027304,0.027304,0.000953,-0.002413,1.236099,1.093226,2.943052,3.189044,4.662122,0.907943,0.321624,0.324618
-1.204400,-1.204400,-2.018628,-1.777489,0.291888,0.291888,-0.048228,0.153248,-0.003795,-0.003795,0.003868,0.003868,0.009919,0.006556,0.586291,0.509359,-0.266075,0.631802,-0.023078,-2.281044,0.321043,0.324038
-1.201634,-1.201634,-2.018873,-1.776419,0.264843,0.264843,0.132966,0.170827,-0.005428,-0.005428,-0.266709,-0.266709,0.006558,0.003191,-0.354622,-0.574399,-5.107382,-5.085178,-3.230271,-8.728021,0.321411,0.323984
-1.199027,-1.199027,-2.016103,-1.772429,0.264288,0.264288,0.387628,0.523749,-0.008968,-0.008968,-0.295471,-0.295471,0.008566,0.001957,0.429792,0.122105,-1.195798,-2.011228,3.281747,-4.737440,0.321892,0.324618
-1.196181,-1.196181,-2.012343,-1.766577,0.300612,0.300612,0.241141,0.504818,-0.009243,-0.009243,-0.087745,-0.087745,0.024680,0.013308,1.406754,1.318869,4.053761,4.153072,7.166289,3.354778,0.321888,0.325301
-1.193066,-1.193066,-2.011836,-1.763777,0.316260,0.316260,-0.084287,0.135219,-0.007383,-0.007383,-0.053656,-0.053656,0.033591,0.023361,0.484810,0.506778,-0.738471,0.938088,-0.135949,-1.268761,0.321093,0.324619
-1.190097,-1.190097,-2.013137,-1.763296,0.283479,0.283479,0.070314,0.114486,-0.009397,-0.009397,-0.333821,-0.333821,0.027205,0.019067,-0.674485,-0.806345,-7.032855,-5.555607,-4.820422,-9.093380,0.321041,0.324406
-1.187349,-1.187349,-2.010720,-1.759735,0.275274,0.275274,0.337597,0.456590,-0.013681,-0.013681,-0.466979,-0.466979,0.025581,0.015930,-0.038403,-0.192253,-4.498388,-2.640558,0.703538,-4.309582,0.321467,0.325044
-1.184423,-1.184423,-2.006292,-1.754513,0.306813,0.306813,0.432701,0.464253,-0.014808,-0.014808,-0.201728,-0.201728,0.037993,0.024903,1.073009,1.062014,0.919581,4.369718,5.607898,3.278439,0.321094,0.325725
-1.181217,-1.181217,-2.002859,-1.752508,0.327689,0.327689,0.198772,0.034256,-0.013847,-0.013847,-0.048330,-0.048330,0.050595,0.033503,0.951655,0.665951,-0.139658,3.671748,6.406516,-2.807829,0.319976,0.324881
-1.178066,-1.178066,-2.000807,-1.753565,0.302761,0.302761,0.312807,-0.077075,-0.015551,-0.015551,-0.269905,-0.269905,0.049649,0.028736,-0.149026,-0.841329,-5.674184,-4.003565,4.234223,-14.822924,0.319976,0.324460
-1.175122,-1.175122,-1.997264,-1.752136,0.293084,0.293084,0.404305,0.334893,-0.019128,-0.019128,-0.357257,-0.357257,0.050459,0.023641,0.192192,-0.258354,-3.701994,-1.891274,5.747178,-8.788515,0.320134,0.324990
