R_l,L_l,R_dl,L_dl,R_alpha,L_alpha,R_d_alpha,L_d_alpha,R_F,L_F,R_T,L_T,R_theta1,L_theta1,R_theta2,L_theta2,R_d_theta1,L_d_theta1,R_d_theta2,L_d_theta2
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.021979,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.002746,-0.000000,-2.186868,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.021979,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002745,-0.000000,-2.186677,0.950565,0.021979,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.002746,-0.000000,-2.186868,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.005492,-0.000000,-2.186868,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.032967,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.021979,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002745,-0.000000,-2.186677,0.950565,0.021979,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002746,-0.000000,-2.186677,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,-0.002746,-0.000000,-2.186868,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.002746,-0.000000,-2.186677,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,-0.005491,-0.000000,-2.186677,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,-0.010990,-0.010990,0.032967,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.000000,-0.000000,-2.186677,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.360946,0.369932,0.002745,-0.000000,-2.186677,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213483,-12.322823,11.123310,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.360898,0.369932,0.002746,-0.000000,-2.186868,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.360898,0.369932,0.000000,-0.000000,-2.186868,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-9.213864,-12.322823,11.123310,-10.908823,0.010990,-0.010990,0.010990,-0.010990
