R_l,L_l,R_dl,L_dl,R_alpha,L_alpha,R_d_alpha,L_d_alpha,R_F,L_F,R_T,L_T,R_theta1,L_theta1,R_theta2,L_theta2,R_d_theta1,L_d_theta1,R_d_theta2,L_d_theta2
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.002435,-0.000000,-1.767251,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.004870,-0.000000,-1.767061,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.004869,-0.000000,-1.767251,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.032967,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.002435,-0.000000,-1.766870,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.000000,-0.000000,-1.767061,0.950565,-0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,-0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.002434,-0.000000,-1.766870,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.004869,-0.000000,-1.766870,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.032967,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.004870,-0.000000,-1.767061,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,-0.010990,-0.010990
0.387382,0.369932,0.002435,-0.000000,-1.767251,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.032966,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,-0.000000,-0.000000,-1.767251,0.950565,-0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,-0.010990,-0.010990,-0.010990,-0.010990
0.387382,0.369932,0.002435,-0.000000,-1.767251,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.004869,-0.000000,-1.767251,0.950565,0.010988,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.032967,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.766870,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.766870,0.950565,0.032966,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.032967,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.002435,-0.000000,-1.766870,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.032966,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.766870,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.681706,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387382,0.369932,0.002434,-0.000000,-1.767251,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.032967,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,-0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,-0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387382,0.369932,0.000000,-0.000000,-1.767251,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.430779,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,-0.002435,-0.000000,-1.767061,0.950565,0.000000,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,-0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.002435,-0.000000,-1.767061,0.950565,0.021978,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.032967,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
0.387340,0.369932,0.000000,-0.000000,-1.767061,0.950565,0.010990,-0.010990,-1.009035,0.544630,-9.598467,-1.952052,-8.682088,-12.322823,11.431160,-10.908823,0.010990,-0.010990,0.010990,-0.010990
