R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_kf_w,L_kf_w,a,w
-0.523010,-0.523010,17.455709,-19.697252,0.000215,0.000215,0.000000,0.000000,-0.009401,-0.009401,0.015275,-0.011351
-0.523007,-0.523007,17.455709,-19.697252,0.000289,0.000289,0.000000,0.000000,-0.006790,-0.006790,-0.052577,-0.008155
-0.523004,-0.523004,17.455709,-19.697252,0.000262,0.000262,0.000000,0.000000,-0.011485,-0.011485,-0.048788,-0.016677
-0.523001,-0.523001,17.455709,-19.697252,0.000233,0.000233,0.000000,0.000000,0.008468,0.008468,0.028644,0.013151
-0.522999,-0.522999,17.455709,-19.697252,0.000233,0.000233,0.000000,0.000000,-0.004676,-0.004676,-0.062787,-0.004959
-0.522996,-0.522996,17.455709,-19.697252,0.000183,0.000183,0.000000,0.000000,-0.001165,-0.001165,-0.025332,0.001433
-0.522994,-0.522994,17.455709,-19.697252,0.000190,0.000190,0.000000,0.000000,-0.001522,-0.001522,-0.002111,-0.002828
-0.522993,-0.522993,17.455709,-19.697252,-0.000011,-0.000011,0.000000,0.000000,-0.001185,-0.001185,-0.039500,-0.007090
-0.522993,-0.522993,17.455709,-19.697252,0.000026,0.000026,0.000000,0.000000,0.002290,0.002290,0.027111,0.002498
-0.522991,-0.522991,17.455709,-19.697252,0.000140,0.000140,0.000000,0.000000,-0.007403,-0.007403,-0.003868,-0.002828
-0.522990,-0.522990,17.455709,-19.697252,0.000134,0.000134,0.000000,0.000000,-0.004930,-0.004930,-0.018009,-0.011351
-0.522988,-0.522988,17.455709,-19.697252,0.000191,0.000191,0.000000,0.000000,-0.000892,-0.000892,-0.024502,-0.004959
-0.522987,-0.522987,17.455709,-19.697252,0.000026,0.000026,0.000000,0.000000,0.010046,0.010046,-0.036839,0.012085
-0.522987,-0.522987,17.455709,-19.697252,-0.000103,-0.000103,0.000000,0.000000,0.003909,0.003909,-0.030220,0.003563
-0.522988,-0.522988,17.455709,-19.697252,0.000015,0.000015,0.000000,0.000000,0.002824,0.002824,0.030893,0.005694
-0.522987,-0.522987,17.455709,-19.697252,0.000178,0.000178,0.000000,0.000000,0.013864,0.013864,0.045271,0.019542
-0.522985,-0.522985,17.455709,-19.697252,0.000224,0.000224,0.000000,0.000000,-0.001995,-0.001995,0.001204,-0.001763
-0.522982,-0.522982,17.455709,-19.697252,0.000171,0.000171,0.000000,0.000000,0.010728,0.010728,-0.035092,0.007824
-0.522979,-0.522979,17.455709,-19.697252,0.000429,0.000429,0.000000,0.000000,-0.004375,-0.004375,0.023656,-0.008155
-0.522975,-0.522975,17.455709,-19.697252,0.000373,0.000373,0.000000,0.000000,0.002061,0.002061,-0.013897,0.000367
-0.522971,-0.522971,17.455709,-19.697252,0.000473,0.000473,0.000000,0.000000,0.001908,0.001908,-0.000850,0.001433
-0.522966,-0.522966,17.455709,-19.697252,0.000531,0.000531,0.000000,0.000000,-0.004915,-0.004915,-0.003178,-0.002828
-0.522962,-0.522962,17.455709,-19.697252,0.000304,0.000304,0.000000,0.000000,-0.009776,-0.009776,0.002592,-0.009220
-0.522960,-0.522960,17.455709,-19.697252,0.000174,0.000174,0.000000,0.000000,-0.013459,-0.013459,-0.019136,-0.016677
-0.522958,-0.522958,17.455709,-19.697252,0.000199,0.000199,0.000000,0.000000,-0.003764,-0.003764,0.000534,-0.002828
-0.522957,-0.522957,17.455709,-19.697252,-0.000000,-0.000000,0.000000,0.000000,0.007705,0.007705,-0.002761,0.009955
-0.522956,-0.522956,17.455709,-19.697252,-0.000017,-0.000017,0.000000,0.000000,-0.000290,-0.000290,-0.011646,-0.002828
-0.522956,-0.522956,17.455709,-19.697252,0.000012,0.000012,0.000000,0.000000,-0.019655,-0.019655,-0.024395,-0.028395
-0.522957,-0.522957,17.455709,-19.697252,-0.000113,-0.000113,0.000000,0.000000,0.008437,0.008437,0.040327,0.006759
-0.522957,-0.522957,17.455709,-19.697252,0.000136,0.000136,0.000000,0.000000,0.001257,0.001257,-0.020403,0.001433
-0.522956,-0.522956,17.455709,-19.697252,0.000055,0.000055,0.000000,0.000000,0.002785,0.002785,-0.002322,0.003563
-0.522956,-0.522956,17.455709,-19.697252,0.000025,0.000025,0.000000,0.000000,0.002126,0.002126,-0.034692,0.007824
-0.522955,-0.522955,17.455709,-19.697252,0.000083,0.000083,0.000000,0.000000,-0.003908,-0.003908,0.015710,-0.009220
-0.522954,-0.522954,17.455709,-19.697252,0.000131,0.000131,0.000000,0.000000,0.015211,0.015211,0.023039,0.022738
-0.522953,-0.522953,17.455709,-19.697252,0.000090,0.000090,0.000000,0.000000,-0.006432,-0.006432,0.024990,-0.014546
-0.522952,-0.522952,17.455709,-19.697252,0.000147,0.000147,0.000000,0.000000,-0.015022,-0.015022,0.010807,-0.019873
-0.522950,-0.522950,17.455709,-19.697252,0.000167,0.000167,0.000000,0.000000,-0.007604,-0.007604,0.008489,-0.012416
-0.522948,-0.522948,17.455709,-19.697252,0.000232,0.000232,0.000000,0.000000,0.010316,0.010316,0.001819,0.009955
-0.522946,-0.522946,17.455709,-19.697252,0.000201,0.000201,0.000000,0.000000,-0.002403,-0.002403,0.005199,-0.004959
-0.522944,-0.522944,17.455709,-19.697252,0.000255,0.000255,0.000000,0.000000,0.001444,0.001444,0.027016,0.005694
-0.522941,-0.522941,17.455709,-19.697252,0.000372,0.000372,0.000000,0.000000,-0.000006,-0.000006,-0.000257,0.000367
-0.522936,-0.522936,17.455709,-19.697252,0.000489,0.000489,0.000000,0.000000,0.005375,0.005375,0.021482,0.004628
-0.522931,-0.522931,17.455709,-19.697252,0.000693,0.000693,0.000000,0.000000,0.004659,0.004659,-0.023119,0.007824
-0.522924,-0.522924,17.455709,-19.697252,0.000735,0.000735,0.000000,0.000000,-0.006871,-0.006871,-0.014784,-0.007090
-0.522916,-0.522916,17.455709,-19.697252,0.000705,0.000705,0.000000,0.000000,-0.007059,-0.007059,0.050127,-0.013481
-0.522909,-0.522909,17.455709,-19.697252,0.000673,0.000673,0.000000,0.000000,0.000323,0.000323,0.014266,0.001433
-0.522903,-0.522903,17.455709,-19.697252,0.000631,0.000631,0.000000,0.000000,0.011086,0.011086,-0.015704,0.014216
-0.522898,-0.522898,17.455709,-19.697252,0.000394,0.000394,0.000000,0.000000,-0.002838,-0.002838,0.012715,-0.001763
-0.522894,-0.522894,17.455709,-19.697252,0.000436,0.000436,0.000000,0.000000,0.002993,0.002993,0.054044,0.003563
-0.522890,-0.522890,17.455709,-19.697252,0.000251,0.000251,0.000000,0.000000,0.014053,0.014053,-0.035341,0.015281
-0.522887,-0.522887,17.455709,-19.697252,0.000261,0.000261,0.000000,0.000000,-0.008025,-0.008025,-0.012258,-0.010285
-0.522884,-0.522884,17.455709,-19.697252,0.000371,0.000371,0.000000,0.000000,-0.002723,-0.002723,-0.028031,-0.007090
-0.522880,-0.522880,17.455709,-19.697252,0.000370,0.000370,0.000000,0.000000,-0.011973,-0.011973,0.018276,-0.017742
-0.522877,-0.522877,17.455709,-19.697252,0.000375,0.000375,0.000000,0.000000,-0.007577,-0.007577,0.054502,-0.009220
-0.522872,-0.522872,17.455709,-19.697252,0.000486,0.000486,0.000000,0.000000,-0.007108,-0.007108,-0.017314,-0.007090
-0.522866,-0.522866,17.455709,-19.697252,0.000517,0.000517,0.000000,0.000000,-0.009854,-0.009854,-0.004921,-0.014546
-0.522859,-0.522859,17.455709,-19.697252,0.000879,0.000879,0.000000,0.000000,0.013727,0.013727,0.020126,0.012085
-0.522850,-0.522850,17.455709,-19.697252,0.000967,0.000967,0.000000,0.000000,-0.000227,-0.000227,0.020603,-0.006024
-0.522840,-0.522840,17.455709,-19.697252,0.001086,0.001086,0.000000,0.000000,-0.012229,-0.012229,0.000576,-0.011351
-0.522829,-0.522829,17.455709,-19.697252,0.000935,0.000935,0.000000,0.000000,-0.012734,-0.012734,-0.000821,-0.023068
-0.522819,-0.522819,17.455709,-19.697252,0.001101,0.001101,0.000000,0.000000,-0.011482,-0.011482,0.043850,-0.015612
-0.522809,-0.522809,17.455709,-19.697252,0.000908,0.000908,0.000000,0.000000,0.001362,0.001362,-0.035203,0.000367
-0.522800,-0.522800,17.455709,-19.697252,0.000920,0.000920,0.000000,0.000000,0.004832,0.004832,-0.022116,0.003563
-0.522790,-0.522790,17.455709,-19.697252,0.001141,0.001141,0.000000,0.000000,-0.013670,-0.013670,0.059908,-0.015612
-0.522779,-0.522779,17.455709,-19.697252,0.001108,0.001108,0.000000,0.000000,-0.010166,-0.010166,-0.049432,-0.012416
-0.522768,-0.522768,17.455709,-19.697252,0.001147,0.001147,0.000000,0.000000,-0.006688,-0.006688,-0.013339,-0.009220
-0.522757,-0.522757,17.455709,-19.697252,0.001054,0.001054,0.000000,0.000000,-0.005198,-0.005198,0.026281,-0.012416
-0.522746,-0.522746,17.455709,-19.697252,0.001140,0.001140,0.000000,0.000000,-0.004779,-0.004779,0.001195,-0.009220
-0.522734,-0.522734,17.455709,-19.697252,0.001192,0.001192,0.000000,0.000000,-0.009756,-0.009756,-0.017357,-0.017742
-0.522721,-0.522721,17.455709,-19.697252,0.001412,0.001412,0.000000,0.000000,-0.006270,-0.006270,-0.015400,-0.007090
-0.522707,-0.522707,17.455709,-19.697252,0.001361,0.001361,0.000000,0.000000,0.002931,0.002931,-0.010437,0.002498
-0.522693,-0.522693,17.455709,-19.697252,0.001370,0.001370,0.000000,0.000000,-0.009026,-0.009026,-0.014446,-0.014546
-0.522679,-0.522679,17.455709,-19.697252,0.001478,0.001478,0.000000,0.000000,0.007014,0.007014,0.029957,0.009955
-0.522664,-0.522664,17.455709,-19.697252,0.001389,0.001389,0.000000,0.000000,-0.002161,-0.002161,-0.005627,-0.001763
-0.522651,-0.522651,17.455709,-19.697252,0.001378,0.001378,0.000000,0.000000,0.004893,0.004893,0.006798,0.002498
-0.522638,-0.522638,17.455709,-19.697252,0.001320,0.001320,0.000000,0.000000,-0.004928,-0.004928,0.033722,-0.009220
-0.522624,-0.522624,17.455709,-19.697252,0.001369,0.001369,0.000000,0.000000,-0.027554,-0.027554,0.023392,-0.037982
-0.522610,-0.522610,17.455709,-19.697252,0.001404,0.001404,0.000000,0.000000,0.001814,0.001814,0.033868,0.000367
-0.522596,-0.522596,17.455709,-19.697252,0.001394,0.001394,0.000000,0.000000,0.000793,0.000793,-0.001781,0.001433
-0.522582,-0.522582,17.455709,-19.697252,0.001259,0.001259,0.000000,0.000000,-0.004716,-0.004716,-0.034142,-0.006024
-0.522569,-0.522569,17.455709,-19.697252,0.001378,0.001378,0.000000,0.000000,-0.000018,-0.000018,0.037736,0.004628
-0.522556,-0.522556,17.455709,-19.697252,0.001210,0.001210,0.000000,0.000000,-0.013559,-0.013559,0.023861,-0.015612
-0.522544,-0.522544,17.455709,-19.697252,0.001257,0.001257,0.000000,0.000000,0.001387,0.001387,-0.006979,0.003563
-0.522531,-0.522531,17.455709,-19.697252,0.001250,0.001250,0.000000,0.000000,-0.001955,-0.001955,-0.025189,-0.002828
-0.522518,-0.522518,17.455709,-19.697252,0.001227,0.001227,0.000000,0.000000,-0.013046,-0.013046,0.014578,-0.017742
-0.522507,-0.522507,17.455709,-19.697252,0.001213,0.001213,0.000000,0.000000,-0.002540,-0.002540,0.069457,-0.004959
-0.522495,-0.522495,17.455709,-19.697252,0.001031,0.001031,0.000000,0.000000,0.005563,0.005563,-0.016770,0.007824
-0.522485,-0.522485,17.455709,-19.697252,0.001036,0.001036,0.000000,0.000000,0.003863,0.003863,-0.030893,0.000367
-0.522475,-0.522475,17.455709,-19.697252,0.000993,0.000993,0.000000,0.000000,0.014008,0.014008,-0.012888,0.018477
-0.522467,-0.522467,17.455709,-19.697252,0.000874,0.000874,0.000000,0.000000,-0.008765,-0.008765,0.036527,-0.009220
-0.522457,-0.522457,17.455709,-19.697252,0.000961,0.000961,0.000000,0.000000,0.011130,0.011130,0.007793,0.012085
-0.522447,-0.522447,17.455709,-19.697252,0.001085,0.001085,0.000000,0.000000,-0.012032,-0.012032,0.014468,-0.015612
-0.522437,-0.522437,17.455709,-19.697252,0.001023,0.001023,0.000000,0.000000,-0.007636,-0.007636,-0.010246,-0.011351
-0.522427,-0.522427,17.455709,-19.697252,0.000925,0.000925,0.000000,0.000000,-0.009796,-0.009796,0.002871,-0.009220
-0.522419,-0.522419,17.455709,-19.697252,0.000769,0.000769,0.000000,0.000000,0.007987,0.007987,0.006784,0.007824
-0.522412,-0.522412,17.455709,-19.697252,0.000766,0.000766,0.000000,0.000000,0.001074,0.001074,0.042771,0.001433
-0.522405,-0.522405,17.455709,-19.697252,0.000722,0.000722,0.000000,0.000000,-0.004716,-0.004716,0.024932,-0.002828
-0.522398,-0.522398,17.455709,-19.697252,0.000669,0.000669,0.000000,0.000000,-0.002443,-0.002443,-0.001859,-0.002828
-0.522391,-0.522391,17.455709,-19.697252,0.000706,0.000706,0.000000,0.000000,-0.004168,-0.004168,-0.014553,-0.006024
-0.522385,-0.522385,17.455709,-19.697252,0.000456,0.000456,0.000000,0.000000,0.005370,0.005370,-0.052703,0.008889
-0.522380,-0.522380,17.455709,-19.697252,0.000397,0.000397,0.000000,0.000000,0.002396,0.002396,0.013728,0.003563
-0.522377,-0.522377,17.455709,-19.697252,0.000323,0.000323,0.000000,0.000000,0.010628,0.010628,-0.038148,0.012085
-0.522375,-0.522375,17.455709,-19.697252,0.000164,0.000164,0.000000,0.000000,-0.001054,-0.001054,-0.018282,-0.000698
-0.522374,-0.522374,17.455709,-19.697252,-0.000016,-0.000016,0.000000,0.000000,-0.001972,-0.001972,-0.004464,-0.001763
-0.522374,-0.522374,17.455709,-19.697252,0.000039,0.000039,0.000000,0.000000,0.009009,0.009009,0.024367,0.008889
-0.522373,-0.522373,17.455709,-19.697252,0.000158,0.000158,0.000000,0.000000,0.001879,0.001879,0.018885,-0.006024
-0.522371,-0.522371,17.455709,-19.697252,0.000169,0.000169,0.000000,0.000000,0.014393,0.014393,0.027715,0.018477
-0.522369,-0.522369,17.455709,-19.697252,0.000234,0.000234,0.000000,0.000000,-0.009573,-0.009573,0.013593,-0.014546
-0.522366,-0.522366,17.455709,-19.697252,0.000294,0.000294,0.000000,0.000000,-0.001411,-0.001411,-0.049638,-0.003894
-0.522363,-0.522363,17.455709,-19.697252,0.000196,0.000196,0.000000,0.000000,-0.016060,-0.016060,-0.009676,-0.019873
-0.522362,-0.522362,17.455709,-19.697252,0.000157,0.000157,0.000000,0.000000,-0.009907,-0.009907,0.070719,-0.015612
-0.522360,-0.522360,17.455709,-19.697252,0.000113,0.000113,0.000000,0.000000,0.002958,0.002958,0.002749,-0.003894
-0.522360,-0.522360,17.455709,-19.697252,0.000035,0.000035,0.000000,0.000000,0.000011,0.000011,-0.000856,0.001433
-0.522359,-0.522359,17.455709,-19.697252,0.000111,0.000111,0.000000,0.000000,0.006080,0.006080,-0.052734,0.013151
-0.522358,-0.522358,17.455709,-19.697252,0.000026,0.000026,0.000000,0.000000,0.001278,0.001278,0.000349,0.005694
-0.522357,-0.522357,17.455709,-19.697252,0.000275,0.000275,0.000000,0.000000,-0.003936,-0.003936,0.065945,-0.007090
-0.522353,-0.522353,17.455709,-19.697252,0.000371,0.000371,0.000000,0.000000,-0.005986,-0.005986,-0.005763,-0.011351
-0.522349,-0.522349,17.455709,-19.697252,0.000493,0.000493,0.000000,0.000000,0.016577,0.016577,-0.001628,0.024868
-0.522344,-0.522344,17.455709,-19.697252,0.000390,0.000390,0.000000,0.000000,-0.006436,-0.006436,-0.049892,-0.007090
-0.522340,-0.522340,17.455709,-19.697252,0.000382,0.000382,0.000000,0.000000,0.011135,0.011135,0.011093,0.015281
-0.522336,-0.522336,17.455709,-19.697252,0.000498,0.000498,0.000000,0.000000,0.010476,0.010476,0.024887,0.018477
-0.522330,-0.522330,17.455709,-19.697252,0.000529,0.000529,0.000000,0.000000,0.011381,0.011381,0.019748,0.012085
-0.522325,-0.522325,17.455709,-19.697252,0.000516,0.000516,0.000000,0.000000,0.003241,0.003241,0.064165,0.004628
-0.522320,-0.522320,17.455709,-19.697252,0.000446,0.000446,0.000000,0.000000,-0.004736,-0.004736,-0.044997,-0.009220
-0.522316,-0.522316,17.455709,-19.697252,0.000409,0.000409,0.000000,0.000000,0.011093,0.011093,-0.019637,0.013151
-0.522311,-0.522311,17.455709,-19.697252,0.000351,0.000351,0.000000,0.000000,-0.004740,-0.004740,0.019556,-0.004959
-0.522307,-0.522307,17.455709,-19.697252,0.000434,0.000434,0.000000,0.000000,-0.004123,-0.004123,0.011035,-0.007090
-0.522303,-0.522303,17.455709,-19.697252,0.000395,0.000395,0.000000,0.000000,0.005889,0.005889,0.005788,0.004628
-0.522298,-0.522298,17.455709,-19.697252,0.000611,0.000611,0.000000,0.000000,0.011374,0.011374,-0.017375,0.014216
-0.522291,-0.522291,17.455709,-19.697252,0.000811,0.000811,0.000000,0.000000,0.001481,0.001481,0.009706,-0.003894
-0.522282,-0.522282,17.455709,-19.697252,0.000906,0.000906,0.000000,0.000000,-0.019561,-0.019561,0.030951,-0.025199
-0.522272,-0.522272,17.455709,-19.697252,0.000928,0.000928,0.000000,0.000000,0.007944,0.007944,-0.005668,0.011020
-0.522262,-0.522262,17.455709,-19.697252,0.001118,0.001118,0.000000,0.000000,0.010782,0.010782,-0.027861,0.009955
-0.522252,-0.522252,17.455709,-19.697252,0.000991,0.000991,0.000000,0.000000,-0.005274,-0.005274,0.036244,-0.009220
-0.522243,-0.522243,17.455709,-19.697252,0.000848,0.000848,0.000000,0.000000,-0.002724,-0.002724,0.012518,0.000367
-0.522234,-0.522234,17.455709,-19.697252,0.000895,0.000895,0.000000,0.000000,0.006724,0.006724,-0.001456,0.008889
-0.522225,-0.522225,17.455709,-19.697252,0.000993,0.000993,0.000000,0.000000,0.010988,0.010988,-0.015739,0.015281
-0.522213,-0.522213,17.455709,-19.697252,0.001161,0.001161,0.000000,0.000000,-0.008437,-0.008437,0.001957,-0.012416
-0.522203,-0.522203,17.455709,-19.697252,0.000992,0.000992,0.000000,0.000000,0.003842,0.003842,0.011107,-0.001763
-0.522193,-0.522193,17.455709,-19.697252,0.000998,0.000998,0.000000,0.000000,0.006895,0.006895,0.057769,0.008889
-0.522183,-0.522183,17.455709,-19.697252,0.000878,0.000878,0.000000,0.000000,0.005429,0.005429,-0.038586,0.011020
-0.522174,-0.522174,17.455709,-19.697252,0.000972,0.000972,0.000000,0.000000,0.006793,0.006793,-0.011678,0.009955
-0.522164,-0.522164,17.455709,-19.697252,0.000994,0.000994,0.000000,0.000000,-0.002844,-0.002844,0.027436,-0.008155
-0.522155,-0.522155,17.455709,-19.697252,0.000875,0.000875,0.000000,0.000000,0.004213,0.004213,-0.005326,0.005694
-0.522145,-0.522145,17.455709,-19.697252,0.000977,0.000977,0.000000,0.000000,0.011891,0.011891,-0.039247,0.014216
-0.522136,-0.522136,17.455709,-19.697252,0.000959,0.000959,0.000000,0.000000,0.004317,0.004317,0.015065,0.002498
-0.522124,-0.522124,17.455709,-19.697252,0.001160,0.001160,0.000000,0.000000,-0.006591,-0.006591,-0.019679,-0.003894
-0.522112,-0.522112,17.455709,-19.697252,0.001145,0.001145,0.000000,0.000000,0.013016,0.013016,-0.056908,0.015281
-0.522101,-0.522101,17.455709,-19.697252,0.001066,0.001066,0.000000,0.000000,0.004983,0.004983,-0.022754,0.005694
-0.522092,-0.522092,17.455709,-19.697252,0.000741,0.000741,0.000000,0.000000,0.005313,0.005313,-0.011868,0.004628
-0.522085,-0.522085,17.455709,-19.697252,0.000699,0.000699,0.000000,0.000000,-0.011564,-0.011564,-0.011085,-0.017742
-0.522079,-0.522079,17.455709,-19.697252,0.000537,0.000537,0.000000,0.000000,0.022439,0.022439,0.002420,0.035521
-0.522074,-0.522074,17.455709,-19.697252,0.000565,0.000565,0.000000,0.000000,-0.013393,-0.013393,0.026411,-0.014546
-0.522067,-0.522067,17.455709,-19.697252,0.000805,0.000805,0.000000,0.000000,-0.003116,-0.003116,0.019136,-0.004959
-0.522058,-0.522058,17.455709,-19.697252,0.000927,0.000927,0.000000,0.000000,0.006557,0.006557,0.013778,0.008889
-0.522049,-0.522049,17.455709,-19.697252,0.000919,0.000919,0.000000,0.000000,-0.017700,-0.017700,-0.027330,-0.014546
-0.522040,-0.522040,17.455709,-19.697252,0.000772,0.000772,0.000000,0.000000,0.015296,0.015296,-0.034392,0.020607
-0.522033,-0.522033,17.455709,-19.697252,0.000672,0.000672,0.000000,0.000000,0.003295,0.003295,0.003555,0.003563
-0.522028,-0.522028,17.455709,-19.697252,0.000488,0.000488,0.000000,0.000000,-0.009436,-0.009436,0.014220,-0.015612
-0.522023,-0.522023,17.455709,-19.697252,0.000469,0.000469,0.000000,0.000000,-0.003217,-0.003217,-0.000312,-0.001763
-0.522020,-0.522020,17.455709,-19.697252,0.000283,0.000283,0.000000,0.000000,-0.000624,-0.000624,0.003375,0.000367
-0.522017,-0.522017,17.455709,-19.697252,0.000273,0.000273,0.000000,0.000000,0.005289,0.005289,-0.062770,0.005694
-0.522014,-0.522014,17.455709,-19.697252,0.000334,0.000334,0.000000,0.000000,0.002023,0.002023,0.027480,-0.001763
-0.522011,-0.522011,17.455709,-19.697252,0.000190,0.000190,0.000000,0.000000,-0.004680,-0.004680,0.002509,-0.012416
-0.522009,-0.522009,17.455709,-19.697252,0.000303,0.000303,0.000000,0.000000,-0.003368,-0.003368,0.032778,-0.006024
-0.522006,-0.522006,17.455709,-19.697252,0.000336,0.000336,0.000000,0.000000,0.004011,0.004011,-0.023138,0.006759
-0.522003,-0.522003,17.455709,-19.697252,0.000283,0.000283,0.000000,0.000000,-0.007459,-0.007459,0.012465,-0.013481
-0.522000,-0.522000,17.455709,-19.697252,0.000188,0.000188,0.000000,0.000000,-0.015083,-0.015083,-0.045169,-0.019873
-0.521998,-0.521998,17.455709,-19.697252,0.000152,0.000152,0.000000,0.000000,-0.004415,-0.004415,-0.068555,-0.003894
-0.521997,-0.521997,17.455709,-19.697252,0.000143,0.000143,0.000000,0.000000,-0.011641,-0.011641,-0.005764,-0.016677
-0.521995,-0.521995,17.455709,-19.697252,0.000217,0.000217,0.000000,0.000000,-0.006419,-0.006419,-0.011088,-0.009220
-0.521993,-0.521993,17.455709,-19.697252,0.000201,0.000201,0.000000,0.000000,0.007326,0.007326,-0.005713,0.003563
-0.521992,-0.521992,17.455709,-19.697252,0.000096,0.000096,0.000000,0.000000,0.003024,0.003024,-0.011087,0.009955
-0.521991,-0.521991,17.455709,-19.697252,0.000018,0.000018,0.000000,0.000000,-0.001092,-0.001092,-0.017590,-0.009220
-0.521992,-0.521992,17.455709,-19.697252,-0.000096,-0.000096,0.000000,0.000000,-0.002326,-0.002326,-0.014558,0.001433
-0.521992,-0.521992,17.455709,-19.697252,-0.000029,-0.000029,0.000000,0.000000,0.012163,0.012163,-0.007202,0.020607
-0.521991,-0.521991,17.455709,-19.697252,0.000222,0.000222,0.000000,0.000000,0.009887,0.009887,0.057134,0.014216
-0.521988,-0.521988,17.455709,-19.697252,0.000226,0.000226,0.000000,0.000000,-0.012035,-0.012035,0.003297,-0.013481
-0.521986,-0.521986,17.455709,-19.697252,0.000219,0.000219,0.000000,0.000000,-0.012284,-0.012284,0.007077,-0.012416
-0.521985,-0.521985,17.455709,-19.697252,0.000102,0.000102,0.000000,0.000000,-0.001321,-0.001321,-0.014667,0.002498
-0.521984,-0.521984,17.455709,-19.697252,0.000004,0.000004,0.000000,0.000000,-0.000906,-0.000906,-0.010994,-0.000698
-0.521983,-0.521983,17.455709,-19.697252,0.000119,0.000119,0.000000,0.000000,0.009303,0.009303,-0.003548,0.015281
-0.521982,-0.521982,17.455709,-19.697252,0.000185,0.000185,0.000000,0.000000,0.004328,0.004328,-0.009266,0.006759
-0.521979,-0.521979,17.455709,-19.697252,0.000432,0.000432,0.000000,0.000000,0.006806,0.006806,0.031790,0.012085
-0.521973,-0.521973,17.455709,-19.697252,0.000623,0.000623,0.000000,0.000000,0.001621,0.001621,0.020902,0.003563
-0.521966,-0.521966,17.455709,-19.697252,0.000754,0.000754,0.000000,0.000000,-0.000648,-0.000648,-0.000802,-0.002828
-0.521959,-0.521959,17.455709,-19.697252,0.000775,0.000775,0.000000,0.000000,-0.004032,-0.004032,0.037047,-0.002828
-0.521950,-0.521950,17.455709,-19.697252,0.000934,0.000934,0.000000,0.000000,-0.005154,-0.005154,-0.013181,-0.003894
-0.521940,-0.521940,17.455709,-19.697252,0.000979,0.000979,0.000000,0.000000,-0.006501,-0.006501,0.047777,-0.013481
-0.521931,-0.521931,17.455709,-19.697252,0.000857,0.000857,0.000000,0.000000,-0.006770,-0.006770,-0.013041,-0.013481
-0.521922,-0.521922,17.455709,-19.697252,0.000943,0.000943,0.000000,0.000000,0.003995,0.003995,-0.008025,0.009955
-0.521912,-0.521912,17.455709,-19.697252,0.001011,0.001011,0.000000,0.000000,-0.001637,-0.001637,0.025638,0.003563
-0.521902,-0.521902,17.455709,-19.697252,0.000861,0.000861,0.000000,0.000000,-0.003784,-0.003784,-0.072124,-0.012416
-0.521894,-0.521894,17.455709,-19.697252,0.000850,0.000850,0.000000,0.000000,0.002060,0.002060,0.017384,-0.000698
-0.521886,-0.521886,17.455709,-19.697252,0.000685,0.000685,0.000000,0.000000,-0.007361,-0.007361,-0.009153,-0.010285
-0.521879,-0.521879,17.455709,-19.697252,0.000805,0.000805,0.000000,0.000000,0.018223,0.018223,-0.009487,0.024868
-0.521871,-0.521871,17.455709,-19.697252,0.000860,0.000860,0.000000,0.000000,0.000665,0.000665,0.028101,0.001433
-0.521862,-0.521862,17.455709,-19.697252,0.001019,0.001019,0.000000,0.000000,-0.009393,-0.009393,0.017260,-0.011351
-0.521852,-0.521852,17.455709,-19.697252,0.000922,0.000922,0.000000,0.000000,-0.000398,-0.000398,0.002848,-0.000698
-0.521843,-0.521843,17.455709,-19.697252,0.000864,0.000864,0.000000,0.000000,-0.013752,-0.013752,-0.033054,-0.015612
-0.521834,-0.521834,17.455709,-19.697252,0.000849,0.000849,0.000000,0.000000,-0.020683,-0.020683,-0.036947,-0.023068
-0.521825,-0.521825,17.455709,-19.697252,0.000943,0.000943,0.000000,0.000000,0.005116,0.005116,0.021950,0.002498
-0.521816,-0.521816,17.455709,-19.697252,0.000673,0.000673,0.000000,0.000000,0.018444,0.018444,-0.056093,0.021673
-0.521810,-0.521810,17.455709,-19.697252,0.000707,0.000707,0.000000,0.000000,-0.006761,-0.006761,0.009977,-0.010285
-0.521803,-0.521803,17.455709,-19.697252,0.000594,0.000594,0.000000,0.000000,0.001989,0.001989,0.017035,0.005694
-0.521797,-0.521797,17.455709,-19.697252,0.000749,0.000749,0.000000,0.000000,0.022438,0.022438,0.076113,0.028064
-0.521788,-0.521788,17.455709,-19.697252,0.000914,0.000914,0.000000,0.000000,0.002740,0.002740,-0.019096,0.000367
-0.521779,-0.521779,17.455709,-19.697252,0.000911,0.000911,0.000000,0.000000,-0.023434,-0.023434,0.054740,-0.033721
-0.521770,-0.521770,17.455709,-19.697252,0.000897,0.000897,0.000000,0.000000,0.007198,0.007198,0.007893,0.007824
-0.521761,-0.521761,17.455709,-19.697252,0.000894,0.000894,0.000000,0.000000,0.014237,0.014237,-0.011629,0.013151
-0.521751,-0.521751,17.455709,-19.697252,0.001148,0.001148,0.000000,0.000000,-0.017385,-0.017385,0.026021,-0.024134
-0.521738,-0.521738,17.455709,-19.697252,0.001240,0.001240,0.000000,0.000000,0.007167,0.007167,-0.024555,0.013151
-0.521726,-0.521726,17.455709,-19.697252,0.001162,0.001162,0.000000,0.000000,-0.002892,-0.002892,-0.017476,-0.000698
