R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_kf_w,L_kf_w,a,w
-0.520451,-0.520451,17.455709,-19.697241,0.000532,0.000532,0.000000,0.000000,-0.008276,-0.008276,0.017680,-0.009220
-0.520445,-0.520445,17.455709,-19.697241,0.000688,0.000688,0.000000,0.000000,0.014284,0.014284,0.010013,0.025934
-0.520437,-0.520437,17.455709,-19.697241,0.000790,0.000790,0.000000,0.000000,-0.011975,-0.011975,-0.063208,-0.013481
-0.520430,-0.520430,17.455709,-19.697241,0.000619,0.000619,0.000000,0.000000,0.003992,0.003992,0.018875,0.012085
-0.520425,-0.520425,17.455709,-19.697241,0.000437,0.000437,0.000000,0.000000,0.004460,0.004460,-0.036111,0.002498
-0.520422,-0.520422,17.455709,-19.697241,0.000127,0.000127,0.000000,0.000000,-0.004828,-0.004828,-0.060906,-0.002828
-0.520421,-0.520421,17.455709,-19.697241,0.000020,0.000020,0.000000,0.000000,-0.009065,-0.009065,-0.016211,-0.009220
-0.520420,-0.520420,17.455709,-19.697241,0.000284,0.000284,0.000000,0.000000,-0.013560,-0.013560,0.024715,-0.015612
-0.520415,-0.520415,17.455709,-19.697241,0.000397,0.000397,0.000000,0.000000,-0.008207,-0.008207,-0.064728,-0.017742
-0.520413,-0.520413,17.455709,-19.697241,0.000210,0.000210,0.000000,0.000000,0.004623,0.004623,-0.054135,0.011020
-0.520411,-0.520411,17.455709,-19.697241,0.000192,0.000192,0.000000,0.000000,0.001675,0.001675,0.032304,0.003563
-0.520408,-0.520408,17.455709,-19.697241,0.000329,0.000329,0.000000,0.000000,-0.001156,-0.001156,0.011872,0.003563
-0.520405,-0.520405,17.455709,-19.697241,0.000276,0.000276,0.000000,0.000000,0.005577,0.005577,-0.010888,0.003563
-0.520402,-0.520402,17.455709,-19.697241,0.000258,0.000258,0.000000,0.000000,0.002294,0.002294,0.002867,0.001433
-0.520401,-0.520401,17.455709,-19.697241,-0.000114,-0.000114,0.000000,0.000000,0.007590,0.007590,-0.028775,0.011020
-0.520402,-0.520402,17.455709,-19.697241,-0.000045,-0.000045,0.000000,0.000000,0.000188,0.000188,-0.021852,0.004628
-0.520403,-0.520403,17.455709,-19.697241,-0.000131,-0.000131,0.000000,0.000000,-0.000475,-0.000475,-0.002293,-0.001763
-0.520405,-0.520405,17.455709,-19.697241,-0.000179,-0.000179,0.000000,0.000000,0.003256,0.003256,0.014347,0.007824
-0.520405,-0.520405,17.455709,-19.697241,0.000092,0.000092,0.000000,0.000000,-0.012211,-0.012211,0.005096,-0.014546
-0.520404,-0.520404,17.455709,-19.697241,-0.000039,-0.000039,0.000000,0.000000,-0.003821,-0.003821,-0.023366,-0.000698
-0.520405,-0.520405,17.455709,-19.697241,-0.000053,-0.000053,0.000000,0.000000,-0.015938,-0.015938,0.012667,-0.024134
-0.520407,-0.520407,17.455709,-19.697241,-0.000203,-0.000203,0.000000,0.000000,0.002625,0.002625,-0.012860,-0.000698
-0.520411,-0.520411,17.455709,-19.697241,-0.000467,-0.000467,0.000000,0.000000,-0.008942,-0.008942,-0.026486,-0.015612
-0.520416,-0.520416,17.455709,-19.697241,-0.000500,-0.000500,0.000000,0.000000,-0.005866,-0.005866,-0.031754,-0.000698
-0.520421,-0.520421,17.455709,-19.697241,-0.000577,-0.000577,0.000000,0.000000,-0.001201,-0.001201,0.009470,0.000367
-0.520427,-0.520427,17.455709,-19.697241,-0.000549,-0.000549,0.000000,0.000000,-0.004420,-0.004420,-0.001626,-0.001763
-0.520433,-0.520433,17.455709,-19.697241,-0.000616,-0.000616,0.000000,0.000000,-0.010545,-0.010545,0.047319,-0.009220
-0.520439,-0.520439,17.455709,-19.697241,-0.000589,-0.000589,0.000000,0.000000,-0.003581,-0.003581,0.024132,-0.009220
-0.520444,-0.520444,17.455709,-19.697241,-0.000485,-0.000485,0.000000,0.000000,0.003573,0.003573,-0.017134,0.008889
-0.520449,-0.520449,17.455709,-19.697241,-0.000524,-0.000524,0.000000,0.000000,-0.006475,-0.006475,0.034260,-0.007090
-0.520454,-0.520454,17.455709,-19.697241,-0.000552,-0.000552,0.000000,0.000000,0.009997,0.009997,0.022232,0.013151
-0.520460,-0.520460,17.455709,-19.697241,-0.000690,-0.000690,0.000000,0.000000,0.012162,0.012162,-0.018791,0.018477
-0.520467,-0.520467,17.455709,-19.697241,-0.000631,-0.000631,0.000000,0.000000,-0.016331,-0.016331,-0.004832,-0.018807
-0.520474,-0.520474,17.455709,-19.697241,-0.000828,-0.000828,0.000000,0.000000,0.005554,0.005554,-0.003273,0.009955
-0.520482,-0.520482,17.455709,-19.697241,-0.000797,-0.000797,0.000000,0.000000,-0.002110,-0.002110,-0.001386,-0.002828
-0.520490,-0.520490,17.455709,-19.697241,-0.000705,-0.000705,0.000000,0.000000,0.008113,0.008113,-0.010120,0.009955
-0.520497,-0.520497,17.455709,-19.697241,-0.000709,-0.000709,0.000000,0.000000,-0.009924,-0.009924,-0.018852,-0.006024
-0.520504,-0.520504,17.455709,-19.697241,-0.000719,-0.000719,0.000000,0.000000,-0.001902,-0.001902,-0.058769,-0.003894
-0.520512,-0.520512,17.455709,-19.697241,-0.000893,-0.000893,0.000000,0.000000,0.013158,0.013158,0.018877,0.016346
-0.520521,-0.520521,17.455709,-19.697241,-0.000989,-0.000989,0.000000,0.000000,0.000406,0.000406,-0.023973,-0.000698
-0.520532,-0.520532,17.455709,-19.697241,-0.001052,-0.001052,0.000000,0.000000,-0.002101,-0.002101,-0.040518,-0.000698
-0.520543,-0.520543,17.455709,-19.697241,-0.001056,-0.001056,0.000000,0.000000,-0.002075,-0.002075,0.049237,-0.007090
-0.520553,-0.520553,17.455709,-19.697241,-0.001048,-0.001048,0.000000,0.000000,0.012140,0.012140,0.013066,0.018477
-0.520563,-0.520563,17.455709,-19.697241,-0.001009,-0.001009,0.000000,0.000000,0.004521,0.004521,0.000712,0.009955
-0.520574,-0.520574,17.455709,-19.697241,-0.001021,-0.001021,0.000000,0.000000,0.011966,0.011966,-0.006730,0.018477
-0.520583,-0.520583,17.455709,-19.697241,-0.000849,-0.000849,0.000000,0.000000,0.004160,0.004160,-0.016370,0.011020
-0.520591,-0.520591,17.455709,-19.697241,-0.000683,-0.000683,0.000000,0.000000,0.005655,0.005655,0.028632,0.002498
-0.520598,-0.520598,17.455709,-19.697241,-0.000630,-0.000630,0.000000,0.000000,0.006045,0.006045,0.037476,0.001433
-0.520602,-0.520602,17.455709,-19.697241,-0.000484,-0.000484,0.000000,0.000000,-0.005649,-0.005649,-0.041796,-0.002828
-0.520607,-0.520607,17.455709,-19.697241,-0.000369,-0.000369,0.000000,0.000000,0.006560,0.006560,0.011510,0.009955
-0.520611,-0.520611,17.455709,-19.697241,-0.000283,-0.000283,0.000000,0.000000,-0.003976,-0.003976,0.022511,-0.006024
-0.520614,-0.520614,17.455709,-19.697241,-0.000337,-0.000337,0.000000,0.000000,-0.005429,-0.005429,-0.009661,-0.008155
-0.520618,-0.520618,17.455709,-19.697241,-0.000367,-0.000367,0.000000,0.000000,0.009138,0.009138,0.051546,0.008889
-0.520621,-0.520621,17.455709,-19.697241,-0.000360,-0.000360,0.000000,0.000000,0.005128,0.005128,0.008662,0.003563
-0.520624,-0.520624,17.455709,-19.697241,-0.000385,-0.000385,0.000000,0.000000,-0.008091,-0.008091,0.010539,-0.013481
-0.520627,-0.520627,17.455709,-19.697241,-0.000310,-0.000310,0.000000,0.000000,0.004132,0.004132,0.043225,0.005694
-0.520630,-0.520630,17.455709,-19.697241,-0.000211,-0.000211,0.000000,0.000000,0.001567,0.001567,-0.016433,0.004628
-0.520632,-0.520632,17.455709,-19.697241,-0.000231,-0.000231,0.000000,0.000000,0.007996,0.007996,0.006630,0.011020
-0.520633,-0.520633,17.455709,-19.697241,-0.000032,-0.000032,0.000000,0.000000,-0.010389,-0.010389,0.047540,-0.012416
-0.520634,-0.520634,17.455709,-19.697241,-0.000010,-0.000010,0.000000,0.000000,0.006405,0.006405,-0.005708,0.004628
-0.520634,-0.520634,17.455709,-19.697241,0.000021,0.000021,0.000000,0.000000,-0.000912,-0.000912,0.015246,-0.009220
-0.520633,-0.520633,17.455709,-19.697241,0.000178,0.000178,0.000000,0.000000,-0.014757,-0.014757,0.015575,-0.017742
-0.520631,-0.520631,17.455709,-19.697241,0.000146,0.000146,0.000000,0.000000,0.001395,0.001395,-0.007922,0.001433
-0.520630,-0.520630,17.455709,-19.697241,0.000130,0.000130,0.000000,0.000000,0.005457,0.005457,0.006471,0.006759
-0.520628,-0.520628,17.455709,-19.697241,0.000119,0.000119,0.000000,0.000000,-0.008890,-0.008890,-0.000109,-0.012416
-0.520628,-0.520628,17.455709,-19.697241,0.000082,0.000082,0.000000,0.000000,-0.003977,-0.003977,0.019115,-0.004959
-0.520624,-0.520624,17.455709,-19.697241,0.000485,0.000485,0.000000,0.000000,0.009780,0.009780,0.046016,0.003563
-0.520618,-0.520618,17.455709,-19.697241,0.000654,0.000654,0.000000,0.000000,0.026553,0.026553,0.020721,0.034456
-0.520611,-0.520611,17.455709,-19.697241,0.000733,0.000733,0.000000,0.000000,-0.000592,-0.000592,0.002440,-0.001763
-0.520604,-0.520604,17.455709,-19.697241,0.000758,0.000758,0.000000,0.000000,-0.003991,-0.003991,0.050573,-0.006024
-0.520594,-0.520594,17.455709,-19.697241,0.001008,0.001008,0.000000,0.000000,-0.002919,-0.002919,0.016515,-0.003894
-0.520585,-0.520585,17.455709,-19.697241,0.000921,0.000921,0.000000,0.000000,-0.011662,-0.011662,0.018140,-0.013481
-0.520576,-0.520576,17.455709,-19.697241,0.000696,0.000696,0.000000,0.000000,-0.010274,-0.010274,-0.012263,-0.013481
-0.520570,-0.520570,17.455709,-19.697241,0.000654,0.000654,0.000000,0.000000,-0.007377,-0.007377,-0.008421,-0.006024
-0.520556,-0.520556,17.455709,-19.697241,0.000605,0.000605,0.000000,0.000000,0.006894,0.006894,-0.047839,0.008889
-0.520549,-0.520549,17.455709,-19.697241,0.000716,0.000716,0.000000,0.000000,0.011312,0.011312,0.021690,0.014216
-0.520541,-0.520541,17.455709,-19.697241,0.000865,0.000865,0.000000,0.000000,0.009025,0.009025,-0.003953,0.013151
-0.520533,-0.520533,17.455709,-19.697241,0.000775,0.000775,0.000000,0.000000,-0.007724,-0.007724,-0.007395,-0.014546
-0.520527,-0.520527,17.455709,-19.697241,0.000541,0.000541,0.000000,0.000000,0.000225,0.000225,0.013883,0.007824
-0.520521,-0.520521,17.455709,-19.697241,0.000624,0.000624,0.000000,0.000000,0.000488,0.000488,0.001012,0.004628
-0.520515,-0.520515,17.455709,-19.697241,0.000385,0.000385,0.000000,0.000000,0.011097,0.011097,-0.059324,0.019542
-0.520512,-0.520512,17.455709,-19.697241,0.000256,0.000256,0.000000,0.000000,-0.001982,-0.001982,-0.014985,-0.002828
-0.520509,-0.520509,17.455709,-19.697241,0.000280,0.000280,0.000000,0.000000,-0.002229,-0.002229,0.008621,-0.001763
-0.520507,-0.520507,17.455709,-19.697241,0.000258,0.000258,0.000000,0.000000,-0.010321,-0.010321,0.012366,-0.017742
-0.520505,-0.520505,17.455709,-19.697241,0.000164,0.000164,0.000000,0.000000,0.002656,0.002656,-0.016089,0.004628
-0.520503,-0.520503,17.455709,-19.697241,0.000171,0.000171,0.000000,0.000000,0.011107,0.011107,0.021019,0.009955
-0.520502,-0.520502,17.455709,-19.697241,0.000052,0.000052,0.000000,0.000000,-0.021496,-0.021496,-0.017725,-0.026264
-0.520501,-0.520501,17.455709,-19.697241,0.000187,0.000187,0.000000,0.000000,0.005240,0.005240,-0.069950,0.004628
-0.520499,-0.520499,17.455709,-19.697241,0.000107,0.000107,0.000000,0.000000,0.006931,0.006931,-0.007287,0.007824
-0.520499,-0.520499,17.455709,-19.697241,0.000056,0.000056,0.000000,0.000000,0.006156,0.006156,0.006828,0.007824
-0.520497,-0.520497,17.455709,-19.697241,0.000166,0.000166,0.000000,0.000000,0.002141,0.002141,-0.006919,0.005694
-0.520496,-0.520496,17.455709,-19.697241,0.000038,0.000038,0.000000,0.000000,-0.009667,-0.009667,-0.009255,-0.013481
-0.520496,-0.520496,17.455709,-19.697241,-0.000106,-0.000106,0.000000,0.000000,0.001481,0.001481,0.030090,0.005694
-0.520497,-0.520497,17.455709,-19.697241,-0.000161,-0.000161,0.000000,0.000000,-0.006665,-0.006665,-0.023133,-0.017742
-0.520499,-0.520499,17.455709,-19.697241,-0.000203,-0.000203,0.000000,0.000000,-0.008816,-0.008816,-0.024591,-0.008155
-0.520501,-0.520501,17.455709,-19.697241,-0.000283,-0.000283,0.000000,0.000000,-0.006996,-0.006996,0.002138,-0.006024
-0.520503,-0.520503,17.455709,-19.697241,-0.000173,-0.000173,0.000000,0.000000,-0.002261,-0.002261,0.037872,-0.002828
-0.520504,-0.520504,17.455709,-19.697241,-0.000059,-0.000059,0.000000,0.000000,-0.002406,-0.002406,0.039363,-0.000698
-0.520504,-0.520504,17.455709,-19.697241,-0.000080,-0.000080,0.000000,0.000000,-0.007258,-0.007258,-0.034506,-0.004959
-0.520505,-0.520505,17.455709,-19.697241,0.000042,0.000042,0.000000,0.000000,-0.004910,-0.004910,0.020471,-0.002828
-0.520504,-0.520504,17.455709,-19.697241,0.000174,0.000174,0.000000,0.000000,0.004391,0.004391,-0.026001,0.005694
-0.520502,-0.520502,17.455709,-19.697241,0.000021,0.000021,0.000000,0.000000,0.000730,0.000730,-0.067328,0.005694
-0.520502,-0.520502,17.455709,-19.697241,-0.000100,-0.000100,0.000000,0.000000,0.017121,0.017121,-0.026009,0.018477
-0.520505,-0.520505,17.455709,-19.697241,-0.000293,-0.000293,0.000000,0.000000,0.006345,0.006345,0.002801,0.012085
-0.520507,-0.520507,17.455709,-19.697241,-0.000311,-0.000311,0.000000,0.000000,-0.011356,-0.011356,0.031686,-0.011351
-0.520510,-0.520510,17.455709,-19.697241,-0.000260,-0.000260,0.000000,0.000000,0.018840,0.018840,-0.003872,0.029129
-0.520513,-0.520513,17.455709,-19.697241,-0.000331,-0.000331,0.000000,0.000000,-0.013643,-0.013643,0.012211,-0.022003
-0.520517,-0.520517,17.455709,-19.697241,-0.000342,-0.000342,0.000000,0.000000,0.011937,0.011937,0.019305,0.015281
-0.520521,-0.520521,17.455709,-19.697241,-0.000301,-0.000301,0.000000,0.000000,0.003095,0.003095,0.026502,0.000367
-0.520524,-0.520524,17.455709,-19.697241,-0.000431,-0.000431,0.000000,0.000000,0.009157,0.009157,-0.023840,0.015281
-0.520530,-0.520530,17.455709,-19.697241,-0.000713,-0.000713,0.000000,0.000000,0.005360,0.005360,0.018980,0.007824
-0.520537,-0.520537,17.455709,-19.697241,-0.000649,-0.000649,0.000000,0.000000,-0.011389,-0.011389,0.029793,-0.013481
-0.520543,-0.520543,17.455709,-19.697241,-0.000519,-0.000519,0.000000,0.000000,-0.003741,-0.003741,-0.002815,-0.001763
-0.520548,-0.520548,17.455709,-19.697241,-0.000570,-0.000570,0.000000,0.000000,0.004989,0.004989,0.030335,0.008889
-0.520554,-0.520554,17.455709,-19.697241,-0.000625,-0.000625,0.000000,0.000000,-0.007950,-0.007950,-0.012897,-0.004959
-0.520561,-0.520561,17.455709,-19.697241,-0.000621,-0.000621,0.000000,0.000000,-0.005238,-0.005238,0.033626,-0.009220
-0.520567,-0.520567,17.455709,-19.697241,-0.000518,-0.000518,0.000000,0.000000,0.004334,0.004334,0.039024,0.006759
-0.520571,-0.520571,17.455709,-19.697241,-0.000398,-0.000398,0.000000,0.000000,-0.008664,-0.008664,-0.000323,-0.010285
-0.520576,-0.520576,17.455709,-19.697241,-0.000456,-0.000456,0.000000,0.000000,-0.005186,-0.005186,-0.019558,-0.006024
-0.520580,-0.520580,17.455709,-19.697241,-0.000284,-0.000284,0.000000,0.000000,-0.014047,-0.014047,0.026940,-0.018807
-0.520583,-0.520583,17.455709,-19.697241,-0.000263,-0.000263,0.000000,0.000000,-0.009935,-0.009935,0.026631,-0.012416
-0.520585,-0.520585,17.455709,-19.697241,-0.000195,-0.000195,0.000000,0.000000,0.002767,0.002767,-0.037898,0.004628
-0.520588,-0.520588,17.455709,-19.697241,-0.000370,-0.000370,0.000000,0.000000,-0.004367,-0.004367,0.020055,-0.006024
-0.520591,-0.520591,17.455709,-19.697241,-0.000219,-0.000219,0.000000,0.000000,0.002206,0.002206,-0.003951,0.003563
-0.520594,-0.520594,17.455709,-19.697241,-0.000279,-0.000279,0.000000,0.000000,0.005055,0.005055,-0.026842,0.006759
-0.520597,-0.520597,17.455709,-19.697241,-0.000349,-0.000349,0.000000,0.000000,0.008516,0.008516,-0.012956,0.008889
-0.520600,-0.520600,17.455709,-19.697241,-0.000328,-0.000328,0.000000,0.000000,-0.001573,-0.001573,-0.030652,0.001433
-0.520603,-0.520603,17.455709,-19.697241,-0.000228,-0.000228,0.000000,0.000000,-0.009061,-0.009061,0.037354,-0.013481
-0.520605,-0.520605,17.455709,-19.697241,-0.000079,-0.000079,0.000000,0.000000,-0.008992,-0.008992,-0.004419,-0.009220
-0.520605,-0.520605,17.455709,-19.697241,0.000125,0.000125,0.000000,0.000000,0.004208,0.004208,0.004630,0.001433
-0.520604,-0.520604,17.455709,-19.697241,0.000063,0.000063,0.000000,0.000000,-0.005438,-0.005438,0.007957,-0.006024
-0.520604,-0.520604,17.455709,-19.697241,-0.000033,-0.000033,0.000000,0.000000,-0.003044,-0.003044,-0.025863,-0.007090
-0.520605,-0.520605,17.455709,-19.697241,-0.000143,-0.000143,0.000000,0.000000,0.018474,0.018474,0.003463,0.015281
-0.520607,-0.520607,17.455709,-19.697241,-0.000271,-0.000271,0.000000,0.000000,-0.009419,-0.009419,-0.025230,-0.014546
-0.520609,-0.520609,17.455709,-19.697241,-0.000280,-0.000280,0.000000,0.000000,-0.005843,-0.005843,-0.007445,-0.008155
-0.520612,-0.520612,17.455709,-19.697241,-0.000281,-0.000281,0.000000,0.000000,0.010072,0.010072,0.023681,0.011020
-0.520616,-0.520616,17.455709,-19.697241,-0.000482,-0.000482,0.000000,0.000000,-0.006484,-0.006484,0.043291,-0.008155
-0.520620,-0.520620,17.455709,-19.697241,-0.000251,-0.000251,0.000000,0.000000,-0.008838,-0.008838,0.024833,-0.009220
-0.520622,-0.520622,17.455709,-19.697241,-0.000074,-0.000074,0.000000,0.000000,0.004423,0.004423,-0.057534,0.004628
-0.520622,-0.520622,17.455709,-19.697241,-0.000088,-0.000088,0.000000,0.000000,0.022800,0.022800,-0.022012,0.028064
-0.520623,-0.520623,17.455709,-19.697241,-0.000195,-0.000195,0.000000,0.000000,0.006476,0.006476,-0.003719,0.007824
-0.520624,-0.520624,17.455709,-19.697241,-0.000134,-0.000134,0.000000,0.000000,0.007832,0.007832,-0.042860,0.011020
-0.520625,-0.520625,17.455709,-19.697241,-0.000065,-0.000065,0.000000,0.000000,-0.009738,-0.009738,0.033842,-0.011351
-0.520626,-0.520626,17.455709,-19.697241,-0.000174,-0.000174,0.000000,0.000000,0.012987,0.012987,-0.012446,0.016346
-0.520628,-0.520628,17.455709,-19.697241,-0.000265,-0.000265,0.000000,0.000000,0.018596,0.018596,-0.057712,0.024868
-0.520633,-0.520633,17.455709,-19.697241,-0.000511,-0.000511,0.000000,0.000000,0.001438,0.001438,0.024679,0.003563
-0.520638,-0.520638,17.455709,-19.697241,-0.000561,-0.000561,0.000000,0.000000,0.002231,0.002231,-0.020399,0.007824
-0.520642,-0.520642,17.455709,-19.697241,-0.000485,-0.000485,0.000000,0.000000,-0.008795,-0.008795,-0.011364,-0.011351
-0.520646,-0.520646,17.455709,-19.697241,-0.000347,-0.000347,0.000000,0.000000,-0.003847,-0.003847,0.025712,-0.009220
-0.520650,-0.520650,17.455709,-19.697241,-0.000430,-0.000430,0.000000,0.000000,-0.003680,-0.003680,-0.000950,-0.009220
-0.520655,-0.520655,17.455709,-19.697241,-0.000536,-0.000536,0.000000,0.000000,0.003628,0.003628,-0.020729,0.005694
-0.520662,-0.520662,17.455709,-19.697241,-0.000635,-0.000635,0.000000,0.000000,-0.008499,-0.008499,0.046409,-0.008155
-0.520669,-0.520669,17.455709,-19.697239,-0.000733,-0.000733,0.000000,0.001352,-0.010389,-0.010389,-0.023209,-0.014546
-0.520677,-0.520677,17.455709,-19.697235,-0.000829,-0.000829,0.000000,0.000000,0.007816,0.007816,-0.010887,0.011020
-0.520686,-0.520686,17.455709,-19.697235,-0.000856,-0.000856,0.000000,0.000000,-0.005224,-0.005224,0.013238,-0.009220
-0.520694,-0.520694,17.455709,-19.697235,-0.000887,-0.000887,0.000000,0.000000,-0.004273,-0.004273,0.016405,-0.008155
-0.520704,-0.520704,17.455709,-19.697235,-0.001051,-0.001051,0.000000,0.000000,0.006360,0.006360,0.032574,0.011020
-0.520714,-0.520714,17.455709,-19.697235,-0.000994,-0.000994,0.000000,0.000000,-0.003668,-0.003668,0.005934,-0.004959
-0.520724,-0.520724,17.455709,-19.697235,-0.001020,-0.001020,0.000000,0.000000,0.002396,0.002396,0.016344,0.001433
-0.520734,-0.520734,17.455709,-19.697235,-0.000903,-0.000903,0.000000,0.000000,-0.004092,-0.004092,0.041663,-0.009220
-0.520743,-0.520743,17.455709,-19.697235,-0.000920,-0.000920,0.000000,0.000000,0.005021,0.005021,-0.041095,0.005694
-0.520754,-0.520754,17.455709,-19.697235,-0.001013,-0.001013,0.000000,0.000000,0.004134,0.004134,-0.030134,0.006759
-0.520765,-0.520765,17.455709,-19.697235,-0.001232,-0.001232,0.000000,0.000000,0.003633,0.003633,0.004220,-0.000698
-0.520778,-0.520778,17.455709,-19.697235,-0.001242,-0.001242,0.000000,0.000000,0.004784,0.004784,-0.005113,0.011020
-0.520789,-0.520789,17.455709,-19.697235,-0.001219,-0.001219,0.000000,0.000000,-0.000371,-0.000371,0.000046,-0.002828
-0.520800,-0.520800,17.455709,-19.697235,-0.001047,-0.001047,0.000000,0.000000,-0.000754,-0.000754,-0.002051,-0.002828
-0.520811,-0.520811,17.455709,-19.697235,-0.000987,-0.000987,0.000000,0.000000,-0.003698,-0.003698,-0.025452,-0.006024
-0.520821,-0.520821,17.455709,-19.697235,-0.001045,-0.001045,0.000000,0.000000,0.015508,0.015508,0.012120,0.023803
-0.520831,-0.520831,17.455709,-19.697235,-0.001008,-0.001008,0.000000,0.000000,0.004475,0.004475,0.010557,0.007824
-0.520842,-0.520842,17.455709,-19.697235,-0.001002,-0.001002,0.000000,0.000000,-0.011964,-0.011964,0.039341,-0.014546
-0.520852,-0.520852,17.455709,-19.697235,-0.000786,-0.000786,0.000000,0.000000,0.010967,0.010967,0.003412,0.014216
-0.520859,-0.520859,17.455709,-19.697235,-0.000628,-0.000628,0.000000,0.000000,0.005909,0.005909,0.031942,0.011020
-0.520864,-0.520864,17.455709,-19.697235,-0.000438,-0.000438,0.000000,0.000000,0.005416,0.005416,0.019157,0.012085
-0.520869,-0.520869,17.455709,-19.697235,-0.000513,-0.000513,0.000000,0.000000,-0.003316,-0.003316,0.010384,0.000367
-0.520874,-0.520874,17.455709,-19.697235,-0.000466,-0.000466,0.000000,0.000000,0.011301,0.011301,-0.002704,0.014216
-0.520879,-0.520879,17.455709,-19.697235,-0.000590,-0.000590,0.000000,0.000000,0.005381,0.005381,-0.021913,0.007824
-0.520885,-0.520885,17.455709,-19.697235,-0.000504,-0.000504,0.000000,0.000000,0.000164,0.000164,0.013492,0.002498
-0.520890,-0.520890,17.455709,-19.697235,-0.000544,-0.000544,0.000000,0.000000,-0.010556,-0.010556,0.019051,-0.016677
-0.520895,-0.520895,17.455709,-19.697235,-0.000368,-0.000368,0.000000,0.000000,0.007190,0.007190,-0.020344,0.007824
-0.520898,-0.520898,17.455709,-19.697235,-0.000388,-0.000388,0.000000,0.000000,-0.012298,-0.012298,0.011755,-0.012416
-0.520901,-0.520901,17.455709,-19.697235,-0.000144,-0.000144,0.000000,0.000000,-0.006638,-0.006638,-0.013741,-0.008155
-0.520901,-0.520901,17.455709,-19.697235,-0.000036,-0.000036,0.000000,0.000000,-0.004390,-0.004390,0.038466,-0.002828
-0.520901,-0.520901,17.455709,-19.697235,0.000007,0.000007,0.000000,0.000000,-0.009071,-0.009071,-0.005704,-0.011351
-0.520901,-0.520901,17.455709,-19.697235,0.000020,0.000020,0.000000,0.000000,0.007479,0.007479,-0.002324,0.008889
-0.520901,-0.520901,17.455709,-19.697235,0.000021,0.000021,0.000000,0.000000,0.002384,0.002384,0.012019,0.005694
-0.520901,-0.520901,17.455709,-19.697235,0.000049,0.000049,0.000000,0.000000,0.001050,0.001050,0.025243,0.000367
-0.520900,-0.520900,17.455709,-19.697235,-0.000047,-0.000047,0.000000,0.000000,-0.007489,-0.007489,0.023322,-0.010285
-0.520901,-0.520901,17.455709,-19.697235,0.000034,0.000034,0.000000,0.000000,-0.006819,-0.006819,0.001749,-0.006024
-0.520901,-0.520901,17.455709,-19.697235,-0.000064,-0.000064,0.000000,0.000000,0.001338,0.001338,0.030499,0.006759
-0.520902,-0.520902,17.455709,-19.697235,-0.000155,-0.000155,0.000000,0.000000,0.001209,0.001209,-0.064390,-0.000698
-0.520904,-0.520904,17.455709,-19.697235,-0.000305,-0.000305,0.000000,0.000000,-0.006604,-0.006604,-0.015957,-0.006024
-0.520907,-0.520907,17.455709,-19.697235,-0.000218,-0.000218,0.000000,0.000000,0.011525,0.011525,0.035905,0.007824
-0.520908,-0.520908,17.455709,-19.697235,-0.000171,-0.000171,0.000000,0.000000,0.004610,0.004610,-0.005744,0.006759
-0.520910,-0.520910,17.455709,-19.697235,-0.000224,-0.000224,0.000000,0.000000,0.010609,0.010609,-0.048397,0.015281
-0.520913,-0.520913,17.455709,-19.697235,-0.000174,-0.000174,0.000000,0.000000,-0.002322,-0.002322,0.014329,-0.003894
-0.520915,-0.520915,17.455709,-19.697235,-0.000211,-0.000211,0.000000,0.000000,0.013354,0.013354,0.026738,0.014216
-0.520917,-0.520917,17.455709,-19.697235,-0.000119,-0.000119,0.000000,0.000000,0.003926,0.003926,0.042992,0.008889
-0.520918,-0.520918,17.455709,-19.697235,-0.000136,-0.000136,0.000000,0.000000,-0.025787,-0.025787,-0.010897,-0.030525
-0.520919,-0.520919,17.455709,-19.697235,-0.000133,-0.000133,0.000000,0.000000,0.018952,0.018952,-0.033458,0.020607
-0.520921,-0.520921,17.455709,-19.697235,-0.000298,-0.000298,0.000000,0.000000,0.001720,0.001720,-0.046040,0.004628
-0.520925,-0.520925,17.455709,-19.697235,-0.000457,-0.000457,0.000000,0.000000,0.018125,0.018125,-0.024130,0.020607
-0.520929,-0.520929,17.455709,-19.697235,-0.000333,-0.000333,0.000000,0.000000,0.002465,0.002465,0.036570,0.004628
-0.520931,-0.520931,17.455709,-19.697235,-0.000178,-0.000178,0.000000,0.000000,0.017381,0.017381,-0.009693,0.019542
-0.520934,-0.520934,17.455709,-19.697235,-0.000265,-0.000265,0.000000,0.000000,0.000039,0.000039,0.006286,-0.002828
-0.520936,-0.520936,17.455709,-19.697235,-0.000174,-0.000174,0.000000,0.000000,0.021497,0.021497,0.017240,0.031260
-0.520936,-0.520936,17.455709,-19.697235,0.000085,0.000085,0.000000,0.000000,0.005503,0.005503,0.029429,0.012085
-0.520935,-0.520935,17.455709,-19.697235,0.000113,0.000113,0.000000,0.000000,0.001250,0.001250,0.024248,-0.000698
-0.520935,-0.520935,17.455709,-19.697235,0.000060,0.000060,0.000000,0.000000,0.013835,0.013835,0.022042,0.019542
-0.520933,-0.520933,17.455709,-19.697235,0.000104,0.000104,0.000000,0.000000,-0.014920,-0.014920,0.004373,-0.018807
-0.520934,-0.520934,17.455709,-19.697235,-0.000069,-0.000069,0.000000,0.000000,-0.000823,-0.000823,-0.020740,-0.006024
