v,I,P,PR,PL,TR,TL,TRR,TRL,WR,WL,BR,BL,total,total_bias
21.830000,3.760000,82.080803,34.920883,92.856071,-1.643028,3.807208,2.130442,3.647590,14.979284,14.618700,47.159920,-10.775269,127.776955,-45.696152
21.830000,3.760000,82.080803,-1.305401,-8.640665,3.037579,-3.288299,-0.211609,-0.508818,8.834322,11.238219,83.386200,90.721466,-9.946066,92.026871
21.830000,3.760000,82.080803,115.689987,41.509804,6.144044,-4.305993,-3.099960,-2.850070,-3.448090,0.578438,-33.609184,40.570999,157.199799,-75.118996
21.830000,3.760000,82.080803,115.601837,184.809616,4.755234,-6.657477,-3.606651,-3.357293,-11.996949,-12.109632,-33.521034,-102.728813,300.411438,-218.330627
21.830000,3.760000,82.080803,45.679710,121.654305,2.129722,-4.291314,-2.825613,-4.102442,-14.528554,-17.503376,36.401093,-39.573502,167.334015,-85.253212
21.830000,3.760000,82.080803,-7.773040,40.254276,-2.100671,-1.572899,0.112982,-2.340721,-10.344270,-18.772934,89.853844,41.826527,32.481236,49.599567
22.240000,1.360000,30.246401,48.967300,-10.171473,-4.580522,3.366083,2.873464,0.383873,-0.946535,-11.809145,-18.720900,40.417873,38.795830,-8.549429
21.980000,4.700000,103.305992,75.134949,154.616211,-3.813279,8.286303,3.336292,2.843158,9.585540,-0.315511,28.171043,-51.310219,229.751160,-126.445168
21.639999,7.830000,169.441193,63.444611,358.996277,-2.768681,10.138057,3.106340,3.041741,14.821527,12.102119,105.996582,-189.555084,422.440887,-252.999695
21.789999,6.240000,135.969589,6.114312,79.569809,-0.140904,3.495218,1.886932,3.057691,15.888257,13.642117,129.855270,56.399780,85.684120,50.285469
22.250000,1.140000,25.365000,-1.551565,-8.756079,2.995764,-1.741040,-0.240053,1.303679,8.834322,11.185634,26.916565,34.121078,-10.307644,35.672646
21.980000,2.680000,58.906395,103.211304,27.330942,5.923256,-3.633419,-3.104479,-2.074083,-2.584189,1.299607,-44.304909,31.575453,130.542252,-71.635857
21.889999,5.010000,109.668892,110.282875,183.960114,4.650149,-6.932813,-3.869567,-3.360749,-11.651388,-10.329246,-0.613983,-74.291222,294.242981,-184.574097
21.889999,5.010000,109.668892,30.488771,134.588806,1.476474,-4.708598,-2.835715,-3.715114,-14.558601,-16.917427,79.180122,-24.919914,165.077576,-55.408684
21.889999,5.010000,109.668892,-5.261877,39.236797,-2.285095,-1.477896,-0.009836,-2.253525,-9.217443,-19.636833,114.930771,70.432098,33.974922,75.693970
21.889999,5.010000,109.668892,41.644604,-10.172140,-3.875464,3.662320,2.510859,0.818521,0.751218,-12.154705,68.024292,119.841034,31.472464,78.196426
21.889999,5.010000,109.668892,89.631195,163.868515,-4.056657,8.143669,3.484365,3.021803,11.380951,1.442338,20.037697,-54.199623,253.499710,-143.830811
21.889999,5.010000,109.668892,73.854790,250.927643,-3.010112,7.843691,3.012233,3.452198,15.918306,13.717238,35.814102,-141.258759,324.782440,-215.113556
21.889999,5.010000,109.668892,4.798648,83.089935,-0.061565,3.615604,1.297299,4.215691,15.798111,13.627091,104.870247,26.578957,87.888580,21.780312
21.889999,5.010000,109.668892,9.504190,-0.837303,3.733153,-3.571079,-1.285070,1.043688,7.324374,9.300076,100.164703,110.506195,8.666887,101.002007
21.740000,3.950000,85.872993,155.262207,62.704079,6.858068,-4.855064,-3.116176,-2.579179,-5.521451,-1.479899,-69.389214,23.168915,217.966278,-132.093292
21.400000,8.990000,192.385986,113.510231,179.827881,4.691432,-6.252966,-4.093138,-3.604258,-12.026998,-13.935091,78.875755,12.558105,293.338104,-100.952118
21.189999,8.460000,179.267395,27.458160,74.058960,1.434356,-2.823927,-1.976520,-3.885251,-13.191385,-18.066790,151.809235,105.208435,101.517120,77.750275
22.020000,1.240000,27.304800,4.050510,-10.078005,-2.872700,1.026199,0.814268,-1.129820,-6.558132,-16.827280,23.254290,37.382805,-6.027494,33.332294
22.039999,2.170000,47.826794,56.656994,44.828621,-4.199068,5.443527,2.593535,2.154899,2.696872,-4.574917,-8.830200,2.998173,101.485611,-53.658817
21.939999,3.500000,76.789993,101.464249,295.414795,-4.257123,9.847548,3.498188,3.201777,12.635484,7.414520,-24.674255,-218.624802,396.879028,-320.089050
21.939999,3.500000,76.789993,38.012749,89.301285,-1.677238,3.891384,2.566153,3.889505,16.263866,13.078703,38.777245,-12.511292,127.314034,-50.524040
21.939999,3.500000,76.789993,-7.893193,3.368880,1.247804,-0.072321,0.207887,3.655831,12.087096,14.333237,84.683189,73.421112,-4.524314,81.314308
21.939999,3.500000,76.789993,87.218445,16.379730,6.056540,-3.777872,-2.792383,-2.451310,0.721169,4.950525,-10.428452,60.410263,103.598175,-26.808182
21.939999,3.500000,76.789993,134.799530,126.068649,5.550535,-6.083507,-3.688530,-3.110859,-10.171490,-6.467986,-58.009537,-49.278656,260.868164,-184.078171
21.939999,3.500000,76.789993,54.479584,115.245743,2.508328,-4.318492,-3.329911,-3.664870,-14.152945,-15.850697,22.310410,-38.455750,169.725327,-92.935333
21.939999,3.500000,76.789993,-3.436327,38.877701,-0.696201,-1.518476,-1.019230,-2.818701,-11.388462,-18.787960,80.226318,37.912292,35.441376,41.348618
21.939999,3.500000,76.789993,34.665813,-16.081699,-4.106778,2.353284,2.297921,0.111653,-2.125947,-13.995189,42.124180,92.871689,18.584114,58.205879
21.910000,4.520000,99.033195,70.560944,134.815308,-3.963128,7.593328,3.226500,2.983256,7.414520,0.323024,28.472252,-35.782112,205.376251,-106.343056
21.639999,7.180000,155.375198,64.088463,280.494324,-2.927994,8.845008,3.137975,3.242716,13.529433,11.283293,91.286736,-125.119125,344.582794,-189.207596
21.639999,6.230000,134.817200,15.445687,107.922188,-0.698957,4.458962,1.458664,3.570231,15.054406,13.183873,119.371513,26.895012,123.367874,11.449326
22.299999,0.750000,16.724998,1.200012,-9.379135,3.220293,-2.868170,-0.312362,0.781304,8.406128,11.095488,15.524986,26.104134,-8.179123,24.904121
21.799999,3.400000,74.119995,126.110374,32.408943,6.467342,-3.837192,-3.026588,-2.602839,-3.350432,0.781267,-51.990379,41.711052,158.519318,-84.399323
21.719999,4.950000,107.513992,99.906921,168.757965,4.432182,-6.447858,-3.715379,-3.323531,-10.990317,-11.005342,7.607071,-61.243973,268.664886,-161.150894
21.719999,4.950000,107.513992,45.772224,103.228012,2.197109,-3.713860,-2.444664,-3.654236,-13.837433,-18.051765,61.741768,4.285980,149.000244,-41.486252
21.719999,4.950000,107.513992,-5.549287,21.115582,-2.054058,-0.769792,0.032964,-1.919099,-9.202418,-18.975763,113.063278,86.398407,15.566295,91.947701
21.719999,4.950000,107.513992,61.202927,-5.993855,-4.790566,4.011270,2.767128,0.569163,0.653560,-11.538707,46.311066,113.507843,55.209072,52.304920
21.719999,4.950000,107.513992,85.258881,194.922058,-4.080126,8.807814,3.501112,3.137177,10.163977,1.960679,22.255112,-87.408066,280.180939,-172.666946
21.719999,4.950000,107.513992,45.080338,187.428055,-2.086908,6.577513,2.438550,3.447413,14.738894,12.996069,62.433655,-79.914063,232.508392,-124.994400
21.719999,4.950000,107.513992,3.072347,77.490311,0.035346,3.362893,0.857600,3.975371,13.424263,14.145432,104.441643,30.023682,80.562660,26.951332
21.719999,4.950000,107.513992,30.804306,0.857319,4.645802,-4.005196,-1.721580,-0.324325,5.266037,9.743296,76.709686,106.656677,31.661625,75.852371
21.719999,4.720000,102.518394,146.557190,60.663322,6.430398,-4.403829,-3.290833,-2.935936,-6.670815,-3.245261,-44.038795,41.855072,207.220520,-104.702126
21.430000,9.389999,201.227692,99.731941,156.790024,4.196279,-5.741393,-4.188840,-3.933900,-12.703094,-13.589531,101.495750,44.437668,256.521973,-55.294281
21.359999,7.340000,156.782379,14.954424,73.360550,0.742576,-2.793994,-1.957646,-3.156850,-13.536945,-18.141912,141.827957,83.421829,88.314972,68.467407
22.000000,1.810000,39.820000,3.325758,-2.777526,-3.276161,0.484908,0.552947,-1.618700,-7.865251,-16.699574,36.494240,42.597527,0.548232,39.271767
22.020000,3.010000,66.280205,67.680313,67.216476,-4.348223,6.610576,3.173066,2.520429,4.379600,-5.205940,-1.400108,-0.936272,134.896790,-68.616585
21.680000,6.110000,132.464798,72.445709,288.127136,-3.432188,9.800840,3.299606,3.260527,11.756559,6.926229,60.019089,-155.662338,360.572845,-228.108047
21.680000,6.110000,132.464798,32.190941,137.069809,-1.501067,4.933041,2.294997,4.122114,15.279771,15.700453,100.273857,-4.605011,169.260742,-36.795944
21.680000,6.110000,132.464798,-7.430571,28.306067,1.832400,1.353269,-0.120426,2.708112,10.261636,14.581139,139.895370,104.158730,20.875496,111.589302
21.680000,6.110000,132.464798,73.211502,11.695463,5.455318,-3.836500,-2.834651,-1.383165,0.262926,6.422913,59.253296,120.769333,84.906967,47.557831
21.680000,6.110000,132.464798,157.428024,128.488281,5.944873,-5.875230,-3.570762,-3.230753,-11.418511,-8.023006,-24.963226,3.976517,285.916321,-153.451523
21.680000,6.110000,132.464798,54.877869,148.698761,2.466678,-5.353003,-3.325392,-3.512278,-14.731381,-14.844065,77.586929,-16.233963,203.576630,-71.111832
21.680000,6.110000,132.464798,-4.488564,49.462784,-0.693985,-1.973085,-1.855563,-3.046260,-13.236458,-18.066790,136.953369,83.002014,44.974220,87.490578
21.680000,6.110000,132.464798,22.748268,-16.858566,-3.672434,2.316297,1.948607,-0.528490,-3.418041,-14.415871,109.716530,149.323364,5.889702,126.575096
21.830000,4.410000,96.270294,82.760353,176.578751,-4.299691,8.541835,3.161103,2.947102,8.075592,1.111802,13.509941,-80.308456,259.339111,-163.068817
21.510000,7.460000,160.464600,74.920639,411.410095,-3.311866,10.897025,3.165888,3.406473,13.469337,12.748167,85.543961,-250.945496,486.330750,-325.866150
21.590000,7.720000,166.674789,7.497215,83.452919,-0.242084,3.465759,1.830308,4.254503,14.994308,14.949235,159.177582,83.221870,90.950134,75.724655
22.000000,2.050000,45.099998,-3.173772,-2.716450,2.222110,-0.559639,-0.467613,2.120605,8.173250,13.814897,48.273769,47.816448,-5.890222,50.990219
22.000000,2.590000,56.980000,121.553307,27.449898,6.284905,-4.135846,-3.015423,-2.110770,-3.620870,3.327895,-64.573303,29.530102,149.003204,-92.023209
21.639999,7.760000,167.926392,161.352142,169.620087,5.817192,-6.883422,-3.936558,-3.186358,-12.943484,-8.586420,6.574249,-1.693695,330.972229,-163.045837
21.580000,7.980000,172.208405,51.320431,137.888550,2.267316,-4.835344,-2.873198,-3.598676,-15.437527,-16.601913,120.887970,34.319855,189.208984,-17.000580
21.580000,7.980000,172.208405,-7.265407,46.164528,-1.400604,-1.774054,-1.008065,-3.181573,-10.930220,-19.088446,179.473816,126.043877,38.899120,133.309280
21.580000,7.980000,172.208405,30.971725,-15.508160,-3.814481,2.577676,1.648739,-0.179708,-1.765362,-13.491873,141.236679,187.716568,15.463566,156.744843
21.580000,7.980000,172.208405,58.427395,175.566986,-3.395459,8.532812,2.990966,2.911479,8.060568,1.036681,113.781006,-3.358582,233.994385,-61.785980
21.580000,7.980000,172.208405,53.910812,348.957397,-2.608322,9.999602,2.640322,3.203638,12.966021,11.899291,118.297592,-176.748993,402.868225,-230.659821
21.580000,7.980000,172.208405,25.289129,92.348473,-1.277850,3.587555,1.708022,4.308468,13.859969,16.316452,146.919281,79.859932,117.637604,54.570801
22.109999,3.350000,74.068497,-3.822540,36.372978,1.674461,1.661618,-0.106336,2.839703,8.120665,15.384942,77.891037,37.695518,32.550438,41.518059
22.430000,1.990000,44.635700,124.139038,17.220369,6.550955,-3.850775,-2.962255,-2.393623,-2.614238,4.965550,-79.503342,27.415331,141.359406,-96.723709
22.070000,6.370000,140.585892,139.471680,123.923615,5.596340,-6.259929,-3.596815,-3.280465,-10.689830,-5.190916,1.114212,16.662277,263.395294,-122.809402
21.709999,9.580000,207.981796,85.649040,164.920746,3.481877,-5.621768,-3.669123,-3.744356,-15.031869,-15.805623,122.332756,43.061050,250.569794,-42.587997
21.639999,7.460000,161.434402,-6.003069,107.909271,-0.874987,-3.482749,-1.813560,-3.540191,-12.988557,-21.507366,167.437469,53.525131,101.906204,59.528198
22.260000,2.870000,63.886200,14.991564,-1.025022,-3.467407,0.310311,1.435004,-1.861146,-4.875404,-22.626680,48.894638,64.911224,13.966541,49.919659
22.639999,2.060000,46.638397,47.297646,22.553505,-3.304691,6.305850,2.786535,2.359064,5.453842,-11.290805,-0.659248,24.084892,69.851151,-23.212753
22.559999,2.920000,65.875198,50.893742,231.689743,-2.644891,9.024301,2.658666,3.224373,11.531195,4.965550,14.981457,-165.814545,282.583496,-216.708298
22.559999,2.920000,65.875198,32.320099,335.584137,-1.610422,9.285049,1.831106,3.393447,13.905043,14.678797,33.555099,-269.708923,367.904236,-302.029053
22.559999,2.920000,65.875198,-2.044020,61.778774,0.599018,2.716326,0.207355,2.223486,10.163977,14.949235,67.919220,4.096424,59.734756,6.140442
22.559999,2.920000,65.875198,37.487453,-4.071207,4.204667,-2.801438,-1.636511,2.692693,1.870533,9.037150,28.387745,69.946404,33.416245,32.458954
22.559999,2.920000,65.875198,114.749107,51.016270,5.177185,-4.351985,-3.668592,-2.797168,-8.947004,-1.374729,-48.873909,14.858929,165.765381,-99.890182
22.559999,2.920000,65.875198,98.405304,202.459305,4.057580,-6.841824,-3.976966,-3.115379,-13.476849,-13.506897,-32.530106,-136.584106,300.864624,-234.989426
21.920000,6.200000,135.903992,-0.023016,81.067429,-0.303820,-3.031714,-1.237219,-3.376699,-11.906803,-18.224545,135.927002,54.836563,81.044411,54.859581
22.430000,1.540000,34.542198,8.262281,-6.195932,-2.674436,0.743487,0.817990,-1.206648,-4.372088,-16.384062,26.279917,40.738129,2.066349,32.475849
22.500000,2.650000,59.624996,57.961266,75.203049,-3.810848,6.299903,2.550735,2.553393,5.228476,-2.689360,1.663731,-15.578053,133.164307,-73.539307
22.100000,6.500000,143.650009,60.114006,294.266693,-2.941952,9.550268,3.032968,3.279136,12.102119,8.864370,83.536003,-150.616684,354.380707,-210.730698
22.139999,5.650000,125.090996,-0.815976,63.285130,0.367376,3.068445,1.444574,4.093935,12.462704,12.365046,125.906975,61.805866,62.469154,62.621841
22.549999,0.800000,18.039999,5.647042,-4.623843,2.661844,-1.832296,-0.936820,1.499072,5.356183,8.533834,12.392957,22.663841,1.023199,17.016800
22.330000,3.760000,83.960800,145.711029,46.623867,6.322263,-4.072862,-3.161635,-2.087110,-7.174130,-1.682728,-61.750229,37.336933,192.334900,-108.374100
22.020000,6.290000,138.505798,92.184189,103.668900,4.177734,-4.635520,-3.897214,-3.539393,-11.087976,-11.057926,46.321609,34.836899,195.853088,-57.347290
22.020000,6.290000,138.505798,2.448716,21.532261,-0.072231,-1.081867,-1.759861,-2.879579,-10.194026,-13.521921,136.057083,116.973541,23.980976,114.524826
22.020000,6.290000,138.505798,14.203550,14.972557,-2.743396,3.892489,0.836332,0.102614,-2.343800,-5.709256,124.302246,123.533241,29.176107,109.329689
22.020000,6.290000,138.505798,78.588478,195.734573,-4.077183,7.899179,2.763938,3.071781,8.593932,6.535595,59.917320,-57.228775,274.323059,-135.817261
22.020000,6.290000,138.505798,29.937111,95.552979,-1.673321,4.380594,2.810992,4.221539,11.801633,11.035390,108.568687,42.952820,125.490089,13.015709
22.020000,6.290000,138.505798,-2.502978,11.817177,1.902198,0.664454,0.154719,3.073376,7.459593,10.607196,141.008774,126.688622,9.314198,129.191605
22.020000,6.290000,138.505798,117.025612,22.059706,6.281792,-3.361047,-2.870008,-1.469563,-2.929750,1.712777,21.480186,116.446091,139.085312,-0.579514
21.939999,7.300000,160.161987,137.980011,97.343178,5.322237,-4.856508,-3.893758,-3.064603,-12.297436,-8.368567,22.181976,62.818810,235.323181,-75.161194
22.070000,4.880000,107.701599,19.437042,27.751169,1.149068,-1.496274,-2.465400,-2.445994,-11.245731,-12.440167,88.264557,79.950432,47.188210,60.513390
22.490000,0.380000,8.546200,0.045580,-2.486300,-1.579670,1.706427,-0.182366,-0.406735,-5.491403,-7.189155,8.500620,11.032499,-2.440720,10.986919
22.279999,3.490000,77.757195,46.102955,131.792053,-3.490156,6.873833,2.358798,2.918391,3.988967,3.267797,31.654240,-54.034859,177.895004,-100.137810
22.049999,6.760000,149.057983,52.858505,116.070183,-2.912642,4.825870,2.732569,3.795929,9.961149,12.304949,96.199478,32.987801,168.928680,-19.870697
22.000000,4.880000,107.360001,-1.590781,40.958050,0.647772,2.127280,1.269120,4.193891,8.661542,12.522802,108.950783,66.401947,39.367268,67.992737
22.539999,1.450000,32.682999,76.247871,8.534950,5.407339,-2.759247,-2.481882,-0.382810,-0.525853,4.116674,-43.564873,24.148048,84.782822,-52.099823
22.539999,1.450000,32.682999,161.720306,74.198570,6.067366,-4.804990,-3.582991,-2.339126,-11.305828,-4.026528,-129.037308,-41.515572,235.918884,-203.235886
22.539999,1.450000,32.682999,28.823915,42.464397,1.609285,-2.414664,-3.294555,-3.178648,-11.891779,-10.569635,3.859083,-9.781399,71.288315,-38.605316
22.539999,1.450000,32.682999,-1.700691,-0.562111,-0.798141,0.564600,-0.822243,-1.203989,-7.692471,-8.255884,34.383690,33.245110,-2.262802,34.945801
22.539999,1.450000,32.682999,36.353168,75.957642,-3.453385,5.417229,2.050690,2.703061,1.472387,1.367217,-3.670170,-43.274643,112.310806,-79.627808
22.539999,1.450000,32.682999,55.809254,182.141022,-3.155781,6.542176,2.774040,3.359154,9.022126,12.432656,-23.126255,-149.458023,237.950272,-205.267273
22.539999,1.450000,32.682999,0.800622,66.349930,0.281947,3.235477,1.334517,3.346659,8.346030,11.959388,31.882378,-33.666931,67.150551,-34.467552
22.619999,0.610000,13.798200,36.261101,-0.698488,3.938648,-2.089160,-1.302882,0.071777,0.939022,6.535595,-22.462902,14.496688,35.562614,-21.764416
22.330000,2.440000,54.485203,128.630447,41.277008,5.394472,-3.670904,-3.381485,-2.083388,-10.096368,-2.298727,-74.145248,13.208195,169.907455,-115.422256
21.660000,7.590000,164.399399,52.514984,47.783463,2.705661,-2.755290,-3.787422,-3.617285,-11.576266,-9.795881,111.884415,116.615936,100.298447,64.100952
22.279999,0.730000,16.264399,-0.468872,-1.563430,-0.586492,1.156681,-0.752859,-0.699957,-7.016375,-6.655790,16.733271,17.827829,-2.032302,18.296701
22.240000,2.380000,52.931198,26.553825,97.341438,-2.984681,5.787682,1.375190,2.766862,0.908974,3.297846,26.377373,-44.410240,123.895264,-70.964066
21.740000,6.450000,140.222992,38.596916,96.101624,-2.529818,4.284920,2.694022,3.997170,7.932861,11.816657,101.626076,44.121368,134.698547,5.524445
21.959999,2.700000,59.292000,0.304893,23.776112,1.436820,1.451789,0.659017,2.987509,5.093257,10.509538,58.987106,35.515888,24.081005,35.210995
22.189999,1.310000,29.068897,68.160355,3.649305,4.558882,-2.412523,-2.759685,-0.023394,-3.305359,5.123305,-39.091457,25.419592,71.809662,-42.740765
22.189999,1.310000,29.068897,96.576324,38.109512,4.309593,-3.317874,-3.954104,-2.073818,-11.133048,-3.222724,-67.507431,-9.040615,134.685837,-105.616943
22.189999,1.310000,29.068897,16.544397,10.138593,1.050295,-0.955902,-2.411966,-2.129112,-10.171490,-5.408769,12.524500,18.930305,26.682991,2.385906
22.189999,1.310000,29.068897,-1.149798,25.765965,-1.582469,3.300126,-0.691716,0.762695,-6.310230,-0.270438,30.218697,3.302933,24.616165,4.452732
22.189999,1.310000,29.068897,29.767122,119.295273,-3.031595,5.453674,1.939037,3.229956,1.697752,8.909444,-0.698225,-90.226379,149.062393,-119.993500
22.189999,1.310000,29.068897,12.586125,57.304893,-1.263605,2.881109,1.988217,3.408068,4.852868,11.989437,16.482773,-28.235996,69.891022,-40.822124
22.209999,1.480000,32.870800,18.617899,2.224018,2.699641,-0.148730,-0.446877,1.546125,0.450731,9.525443,14.252901,30.646782,20.841917,12.028883
22.209999,1.480000,32.870800,86.376953,11.208131,4.621174,-2.766045,-3.073376,-1.148960,-6.813546,3.110042,-53.506153,21.662670,97.585083,-64.714279
21.840000,5.700000,124.487999,73.245232,26.519196,3.391709,-2.532940,-3.863718,-2.464337,-12.312461,-3.711016,51.242767,97.968803,99.764427,24.723572
22.320000,1.370000,30.578400,2.516577,1.714584,-0.067308,0.336597,-1.369342,-1.202128,-10.599684,-3.192676,28.061823,28.863815,4.231161,26.347239
22.439999,0.580000,13.015199,4.992764,37.430325,-2.339312,3.534221,0.578999,1.425168,-4.657551,1.945654,8.022435,-24.415127,42.423088,-29.407890
22.029999,5.270000,116.098091,30.824318,119.387558,-2.802220,4.988326,2.163672,3.530355,3.312871,11.861730,85.273773,-3.289467,150.211884,-34.113792
22.109999,3.670000,81.143692,3.740839,36.169827,-0.243827,1.817697,1.454676,3.261059,4.447210,13.454311,77.402855,44.973866,39.910664,41.233028
22.519999,0.910000,20.493198,29.828497,-4.917521,3.147758,-1.448979,-1.286931,0.653169,-1.119315,9.097248,-9.335299,25.410719,24.910976,-4.417778
22.519999,0.910000,20.493198,100.868484,25.178446,4.588735,-3.361011,-3.333899,-1.993268,-10.096368,0.736193,-80.375290,-4.685247,126.046928,-105.553726
22.519999,0.910000,20.493198,55.806355,29.845415,2.578839,-2.536649,-3.722291,-2.938063,-13.950115,-4.920477,-35.313156,-9.352217,85.651772,-65.158569
22.519999,0.910000,20.493198,-1.309986,2.825935,-0.462767,-0.015814,-0.705539,-0.961543,-11.020367,-4.514820,21.803185,17.667263,1.515949,18.977249
22.519999,0.910000,20.493198,14.239878,52.140259,-3.092419,4.165054,1.189102,1.718655,-3.726040,2.524092,6.253321,-31.647060,66.380135,-45.886936
22.519999,0.910000,20.493198,46.777592,163.586395,-3.426854,6.004295,3.070186,3.584054,4.552380,12.981044,-26.284393,-143.093201,210.363983,-189.870789
22.519999,0.910000,20.493198,4.634692,49.396370,-0.292282,2.396649,2.394686,2.836778,5.957157,13.424263,15.858507,-28.903172,54.031063,-33.537865
22.519999,0.910000,20.493198,22.769798,-4.556849,2.760106,-2.030699,-0.766948,0.235800,-0.758730,8.518810,-2.276600,25.050047,18.212950,2.280249
22.139999,4.260000,94.316391,131.026108,25.288136,5.398834,-3.315916,-3.246438,-2.266286,-10.502026,0.495804,-36.709717,69.028259,156.314240,-61.997849
21.699999,7.890000,171.212982,70.629532,51.181763,3.138173,-3.410372,-3.995841,-3.441032,-13.709725,-6.400376,100.583450,120.031219,121.811295,49.401688
22.320000,1.170000,26.114399,-1.798147,0.018175,-0.530061,0.573803,-0.943200,-1.181659,-10.802512,-6.700863,27.912546,26.096224,-1.779972,27.894371
22.519999,0.390000,8.782799,14.901004,52.406788,-3.093497,4.369446,0.934427,0.412318,-3.508187,1.600094,-6.118205,-43.623989,67.307793,-58.524994
23.209999,0.000000,0.000000,14.901004,52.406788,-3.093497,4.369446,-0.397697,-1.763317,2.246141,7.639885,-14.901004,-52.406788,67.307793,-67.307793
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.490475,-1.103768,-2.674335,3.425553,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.689057,-0.092778,-2.456482,-0.022537,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.452725,0.100222,-1.434826,-0.600974,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.140629,0.136642,-0.330536,-0.713657,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.030040,0.392380,-0.067610,-1.216973,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,0.028711,0.444484,-0.097658,-1.404777,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,-0.051573,0.430927,0.360585,-1.547509,-11.177804,-48.683590,67.307793,-63.584595
23.269999,0.160000,3.723200,14.901004,52.406788,-3.093497,4.369446,-0.151795,0.430927,0.706145,-1.682728,-11.177804,-48.683590,67.307793,-63.584595
23.539999,0.140000,3.295600,14.901004,52.406788,-3.093497,4.369446,-0.130793,0.505628,0.405658,-1.893069,-11.605404,-49.111187,67.307793,-64.012192
23.529999,0.140000,3.294200,14.901004,52.406788,-3.093497,4.369446,-0.063270,0.719629,0.000000,-2.268678,-11.606804,-49.112587,67.307793,-64.013596
23.559999,0.160000,3.769600,14.901004,52.406788,-3.093497,4.369446,-0.044395,0.336022,0.262926,-0.931510,-11.131404,-48.637188,67.307793,-63.538193
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.036686,0.148339,0.766242,-0.240390,-11.136204,-48.641987,67.307793,-63.542992
23.559999,0.150000,3.534000,14.901004,52.406788,-3.093497,4.369446,-0.094639,0.043598,2.178532,0.187804,-11.367004,-48.872787,67.307793,-63.773792
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.045459,0.023394,2.719409,0.172780,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,0.013026,0.039876,2.621750,-0.052585,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.006114,0.104741,2.246141,-1.479899,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,0.006380,0.082410,2.651799,-3.049944,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.022596,0.129198,3.079993,-4.559893,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.058751,0.082410,3.282822,-4.988087,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.063536,0.069384,4.131698,-6.197547,-11.136204,-48.641987,67.307793,-63.542992
23.529999,0.160000,3.764800,14.901004,52.406788,-3.093497,4.369446,-0.023660,0.005317,4.725161,-5.964670,-11.136204,-48.641987,67.307793,-63.542992
23.600000,0.170000,4.012000,14.901004,52.406788,-3.093497,4.369446,-0.032964,-0.097563,4.650038,-4.657551,-10.889004,-48.394787,67.307793,-63.295792
23.570000,0.170000,4.006900,14.901004,52.406788,-3.093497,4.369446,-0.015950,-0.041471,4.950525,-4.124186,-10.894104,-48.399887,67.307793,-63.300892
23.549999,0.160000,3.768000,14.901004,52.406788,-3.093497,4.369446,-0.016482,0.037749,4.950525,-4.687599,-11.133004,-48.638786,67.307793,-63.539791
23.570000,0.160000,3.771200,14.901004,52.406788,-3.093497,4.369446,-0.012760,0.004519,5.040672,-5.476378,-11.129804,-48.635590,67.307793,-63.536594
23.580000,0.160000,3.772800,14.901004,52.406788,-3.093497,4.369446,0.033230,0.003190,5.528963,-6.385352,-11.128204,-48.633987,67.307793,-63.534992
23.600000,0.230000,5.428000,14.901004,52.406788,-3.093497,4.369446,0.191671,-0.289500,2.276190,-1.322143,-9.473003,-46.978786,67.307793,-61.879791
23.600000,0.230000,5.428000,14.901004,52.406788,-3.093497,4.369446,0.225698,-0.359150,-0.428194,3.613358,-9.473003,-46.978786,67.307793,-61.879791
23.600000,0.230000,5.428000,14.901004,52.406788,-3.093497,4.369446,0.166150,-0.019672,-3.222724,4.131698,-9.473003,-46.978786,67.307793,-61.879791
23.600000,0.230000,5.428000,14.901004,52.406788,-3.093497,4.369446,0.021533,0.000532,-2.817067,2.666823,-9.473003,-46.978786,67.307793,-61.879791
