R_F,L_F,R_l,L_l,R_ref_l,L_ref_l,R_dl,L_dl,R_ref_dl,L_ref_dl,R_P,L_P,I12,I13
15.221497,2.815060,0.197881,0.199248,0.200000,0.200000,0.021350,0.018357,0.084773,0.030086,10.684966,-0.640781,-0.742270,0.000000
16.849958,8.174186,0.198092,0.199301,0.200000,0.200000,0.006103,-0.006119,0.076311,0.027940,22.592363,11.350425,0.362771,0.000000
20.585392,2.748150,0.197932,0.199408,0.200000,0.200000,-0.003050,0.012242,0.082722,0.023693,17.594000,3.023553,0.754699,0.000000
23.797136,9.643099,0.197826,0.199301,0.200000,0.200000,-0.012199,-0.012239,0.086956,0.027940,28.334999,10.164801,0.276494,0.000000
19.891809,7.450593,0.197775,0.199300,0.200000,0.200000,0.006098,-0.003060,0.088981,0.027984,18.712059,12.100614,-0.373849,0.000000
21.780142,9.204439,0.197884,0.199194,0.200000,0.200000,-0.006100,-0.006118,0.084651,0.032234,24.047968,7.546673,-0.832472,0.000000
19.078571,7.001800,0.197936,0.199194,0.200000,0.200000,0.003051,0.003059,0.082545,0.032234,24.877121,1.879057,-0.473074,0.000000
20.768660,3.044516,0.197989,0.199300,0.200000,0.200000,-0.006101,0.015299,0.080435,0.027984,24.697336,6.875925,0.292857,0.000000
22.006973,7.450670,0.197936,0.199300,0.200000,0.200000,-0.009151,-0.003060,0.082545,0.027984,24.668716,7.692408,0.423313,0.000000
22.512085,7.455269,0.197884,0.199300,0.200000,0.200000,-0.009150,-0.003060,0.084651,0.028003,25.914347,8.514259,-0.035563,0.000000
18.841393,7.963279,0.197885,0.199247,0.200000,0.200000,0.006100,-0.003060,0.084606,0.030121,16.164209,7.395843,-0.416022,0.000000
19.573330,5.252101,0.197885,0.199300,0.200000,0.200000,0.003050,0.006120,0.084606,0.028003,15.611367,3.352627,-0.384462,0.000000
20.768660,6.716220,0.197989,0.199300,0.200000,0.200000,-0.006101,0.000000,0.080435,0.027984,25.182848,6.228617,0.267156,0.000000
19.304329,6.208271,0.197989,0.199353,0.200000,0.200000,-0.000000,0.000000,0.080435,0.025868,23.534330,9.863303,0.825111,0.000000
21.554251,6.942783,0.197831,0.199353,0.200000,0.200000,-0.003049,-0.003060,0.086760,0.025868,19.861767,8.270660,0.478394,0.000000
23.506176,7.963161,0.197780,0.199247,0.200000,0.200000,-0.009148,-0.003059,0.088795,0.030121,26.118923,9.356924,-0.414170,0.000000
20.579462,10.952703,0.197780,0.199088,0.200000,0.200000,0.003049,-0.009175,0.088797,0.036461,18.188631,6.656929,-0.884952,0.000000
16.655468,8.979771,0.197884,0.199141,0.200000,0.200000,0.015250,-0.003059,0.084648,0.034357,17.457664,9.367123,-0.851907,0.000000
18.558908,6.041373,0.197991,0.199141,0.200000,0.200000,0.003050,0.009176,0.080379,0.034348,21.449642,3.678252,-0.089459,0.000000
16.573162,7.736040,0.198045,0.199194,0.200000,0.200000,0.009154,0.000000,0.078208,0.032234,22.122719,8.339979,0.485997,0.000000
22.939823,7.736059,0.197992,0.199194,0.200000,0.200000,-0.015253,0.000000,0.080329,0.032234,28.994652,11.671471,0.533987,0.000000
20.335899,10.218637,0.197882,0.199088,0.200000,0.200000,-0.000000,-0.006116,0.084733,0.036461,25.200363,9.776355,-0.023958,0.000000
20.853437,7.512309,0.197828,0.199141,0.200000,0.200000,-0.000000,0.003059,0.086889,0.034360,20.137156,7.597000,-0.647985,0.000000
20.862156,8.752573,0.197827,0.199088,0.200000,0.200000,-0.000000,0.000000,0.086926,0.036469,23.759190,11.368873,-0.614403,0.000000
17.115290,6.041365,0.197988,0.199141,0.200000,0.200000,0.009152,0.009176,0.080466,0.034348,21.394167,3.725804,0.002087,0.000000
19.301748,3.275159,0.197989,0.199353,0.200000,0.200000,0.000000,0.012240,0.080424,0.025887,24.121326,5.220567,0.661358,0.000000
22.747120,7.450670,0.197936,0.199300,0.200000,0.200000,-0.012201,-0.003060,0.082579,0.027984,28.685804,6.399830,0.550775,0.000000
20.345476,10.900255,0.197881,0.199247,0.200000,0.200000,-0.000000,-0.015297,0.084773,0.030121,24.633089,15.800374,-0.328645,0.000000
20.345453,7.004096,0.197881,0.199194,0.200000,0.200000,-0.000000,0.003059,0.084773,0.032243,23.340408,3.329814,-0.759975,0.000000
17.632126,8.472322,0.197935,0.199194,0.200000,0.200000,0.009151,-0.003059,0.082619,0.032243,18.618267,8.918941,-0.657339,0.000000
19.301746,6.267677,0.197989,0.199194,0.200000,0.200000,0.000000,0.006118,0.080424,0.032234,19.156918,7.785230,-0.038217,0.000000
18.569508,4.743940,0.197989,0.199353,0.200000,0.200000,0.003051,0.006120,0.080424,0.025887,19.307232,5.905216,0.396545,0.000000
23.479273,6.212849,0.197936,0.199353,0.200000,0.200000,-0.015252,0.000000,0.082579,0.025887,25.630428,5.776124,0.283747,0.000000
21.067810,6.212849,0.197882,0.199353,0.200000,0.200000,-0.003050,0.000000,0.084733,0.025887,24.137396,5.775350,-0.087281,0.000000
19.603802,6.212849,0.197882,0.199353,0.200000,0.200000,0.003050,0.000000,0.084733,0.025887,19.043329,7.214227,-0.216134,0.000000
19.603802,6.212849,0.197882,0.199353,0.200000,0.200000,0.003050,0.000000,0.084733,0.025887,16.346567,6.975595,-0.092034,0.000000
19.301748,5.981808,0.197989,0.199300,0.200000,0.200000,0.000000,0.003060,0.080424,0.027984,22.103119,7.320999,0.263179,0.000000
19.301748,6.716245,0.197989,0.199300,0.200000,0.200000,-0.000000,0.000000,0.080424,0.027984,21.333939,7.578156,0.406422,0.000000
21.283062,8.184979,0.197936,0.199300,0.200000,0.200000,-0.006101,-0.006120,0.082579,0.027984,22.889778,9.197928,-0.150324,0.000000
19.096443,9.431827,0.197935,0.199247,0.200000,0.200000,0.003050,-0.009179,0.082619,0.030121,18.965353,11.141335,-0.856291,0.000000
17.847401,3.783506,0.197988,0.199300,0.200000,0.200000,0.006102,0.012239,0.080466,0.028003,20.081928,3.571497,-0.481950,0.000000
19.515820,7.450530,0.198043,0.199300,0.200000,0.200000,-0.003051,-0.003059,0.078265,0.027984,23.814159,6.713108,0.255445,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.554520,8.332918,0.467068,0.000000
21.498219,6.716245,0.197989,0.199300,0.200000,0.200000,-0.009152,0.000000,0.080424,0.027984,24.368084,7.545507,0.239470,0.000000
20.335880,7.450670,0.197882,0.199300,0.200000,0.200000,-0.000000,-0.003060,0.084733,0.027984,21.893911,8.911112,-0.168571,0.000000
20.335869,6.716245,0.197882,0.199300,0.200000,0.200000,-0.000000,0.000000,0.084733,0.027984,21.548956,6.705051,-0.537850,0.000000
17.622543,5.247523,0.197936,0.199300,0.200000,0.200000,0.009151,0.006120,0.082579,0.027984,22.050327,3.845698,-0.346157,0.000000
19.301748,6.942642,0.197989,0.199353,0.200000,0.200000,0.000000,-0.003060,0.080424,0.025868,19.240492,8.030435,0.162754,0.000000
19.301748,6.208271,0.197989,0.199353,0.200000,0.200000,-0.000000,0.000000,0.080424,0.025868,21.341082,7.055357,0.341710,0.000000
22.015091,8.184967,0.197936,0.199300,0.200000,0.200000,-0.009151,-0.006120,0.082579,0.027984,22.918564,8.145477,-0.013345,0.000000
20.335875,6.720824,0.197882,0.199300,0.200000,0.200000,-0.000000,0.000000,0.084733,0.028003,21.376760,6.381656,-0.754778,0.000000
17.115168,6.720824,0.197988,0.199300,0.200000,0.200000,0.009152,0.000000,0.080466,0.028003,12.768231,6.971248,-0.846387,0.000000
18.783617,5.247485,0.198043,0.199300,0.200000,0.200000,-0.000000,0.006120,0.078265,0.027984,18.947565,6.568033,-0.137395,0.000000
19.504072,5.473771,0.198045,0.199353,0.200000,0.200000,-0.003051,0.003060,0.078216,0.025868,24.138733,7.291793,0.354600,0.000000
18.771742,6.208271,0.198045,0.199353,0.200000,0.200000,0.000000,0.000000,0.078216,0.025868,20.535633,6.879086,0.378709,0.000000
18.771742,8.184967,0.198045,0.199300,0.200000,0.200000,0.000000,-0.006120,0.078216,0.027984,20.363111,9.278996,0.322506,0.000000
18.771742,6.716245,0.198045,0.199300,0.200000,0.200000,0.000000,0.000000,0.078216,0.027984,19.860641,6.740781,0.336153,0.000000
19.291019,6.716245,0.197991,0.199300,0.200000,0.200000,0.000000,0.000000,0.080379,0.027984,22.119503,8.442144,0.316597,0.000000
19.291019,6.716245,0.197991,0.199300,0.200000,0.200000,0.000000,0.000000,0.080379,0.027984,21.961246,8.285466,0.157064,0.000000
20.023134,6.716245,0.197991,0.199300,0.200000,0.200000,-0.003050,0.000000,0.080379,0.027984,21.729990,7.043427,0.059850,0.000000
19.291019,6.716245,0.197991,0.199300,0.200000,0.200000,0.000000,0.000000,0.080379,0.027984,19.333242,8.108752,-0.089333,0.000000
19.291019,6.716245,0.197991,0.199300,0.200000,0.200000,0.000000,0.000000,0.080379,0.027984,20.859859,7.193574,-0.263849,0.000000
19.291019,6.716245,0.197991,0.199300,0.200000,0.200000,0.000000,0.000000,0.080379,0.027984,21.783884,8.108228,-0.376808,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.183435,7.964577,-0.336891,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,19.379484,6.183362,-0.277566,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.684010,7.474408,-0.213942,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.376781,7.171942,-0.075902,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.520784,7.318349,0.061298,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.120197,7.910535,0.113559,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.301487,7.101369,0.087017,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.549263,7.346712,0.054523,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.344128,8.131348,0.010841,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.414944,7.213583,-0.084285,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.609941,7.406822,-0.155025,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.714247,7.511163,-0.191626,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.484013,7.283309,-0.191074,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.123470,7.916891,-0.150050,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.989521,7.787943,-0.079752,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.413200,7.220852,-0.014468,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.820606,7.621581,0.011459,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.296690,8.094088,0.014091,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.231220,7.040612,-0.006131,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.038174,7.839291,-0.018493,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.165169,6.977371,-0.052363,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,22.106627,8.895465,-0.093172,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.310982,7.122044,-0.122849,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.597656,7.406555,-0.160216,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.771961,7.578693,-0.151197,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.234213,7.049000,-0.142182,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,19.565723,6.389662,-0.118131,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.509254,8.310927,-0.082544,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.496405,7.309839,-0.085649,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.538391,7.351944,-0.062041,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.534689,7.348445,-0.094392,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.014664,7.821264,-0.129656,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,19.560015,6.384068,-0.159221,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.853790,7.661178,-0.197075,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.003038,7.808105,-0.198088,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.442837,7.255319,-0.197990,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.467104,7.277267,-0.202491,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.756891,7.565292,-0.160936,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.720636,7.527639,-0.145465,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.794956,7.599113,-0.148065,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.365232,7.173169,-0.147663,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.382179,7.189522,-0.148954,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.699368,7.500106,-0.178344,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,20.678162,7.475598,-0.265699,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,19.979052,6.781899,-0.280375,0.000000
18.783617,6.716245,0.198043,0.199300,0.200000,0.200000,0.000000,0.000000,0.078265,0.027984,21.450241,8.232266,-0.313820,0.000000
18.051291,6.716245,0.198043,0.199300,0.200000,0.200000,0.003051,0.000000,0.078265,0.027984,20.640587,8.432331,-0.345577,0.000000
18.051291,6.716245,0.198043,0.199300,0.200000,0.200000,0.003051,0.000000,0.078265,0.027984,20.255814,8.051939,-0.313941,0.000000
18.771746,6.716245,0.198045,0.199300,0.200000,0.200000,-0.000000,0.000000,0.078216,0.027984,22.224913,7.643128,-0.273677,0.000000
16.799067,6.208271,0.198098,0.199353,0.200000,0.200000,0.006103,0.000000,0.076099,0.025868,18.784309,7.681020,-0.211145,0.000000
16.514235,5.473886,0.198203,0.199353,0.200000,0.200000,0.003052,0.003060,0.071862,0.025868,18.390457,7.007456,-0.129650,0.000000
17.246677,6.208271,0.198203,0.199353,0.200000,0.200000,-0.000000,0.000000,0.071861,0.025868,21.307959,7.467119,-0.105911,0.000000
16.514080,6.208271,0.198203,0.199353,0.200000,0.200000,0.003052,0.000000,0.071861,0.025868,18.763081,7.774053,-0.249393,0.000000
16.514080,6.208271,0.198203,0.199353,0.200000,0.200000,0.003052,0.000000,0.071861,0.025868,18.440826,7.451754,-0.286317,0.000000
17.246677,5.468450,0.198203,0.199354,0.200000,0.200000,-0.000000,0.003061,0.071861,0.025846,19.957952,6.842327,-0.055521,0.000000
17.982416,5.468592,0.198203,0.199354,0.200000,0.200000,-0.003052,0.003060,0.071874,0.025846,23.441355,5.479603,0.249336,0.000000
16.011866,6.427313,0.198256,0.199407,0.200000,0.200000,0.003052,-0.003060,0.069768,0.023720,19.930136,9.419290,0.362228,0.000000
19.222670,6.427313,0.198150,0.199407,0.200000,0.200000,-0.006104,-0.003060,0.073991,0.023720,21.108049,10.289558,0.257197,0.000000
21.715658,5.461153,0.198043,0.199355,0.200000,0.200000,-0.012204,0.003060,0.078278,0.025815,25.129976,4.185268,0.048599,0.000000
16.600199,8.174378,0.198042,0.199301,0.200000,0.200000,0.009154,-0.006120,0.078321,0.027940,18.861872,10.645002,-0.210043,0.000000
18.299625,6.202977,0.198094,0.199354,0.200000,0.200000,0.000000,0.000000,0.076249,0.025846,18.775766,8.623842,-0.235533,0.000000
17.067181,6.922429,0.198146,0.199355,0.200000,0.200000,0.003052,-0.003060,0.074165,0.025784,22.872475,11.981953,0.094799,0.000000
19.271261,7.408636,0.198145,0.199305,0.200000,0.200000,-0.006103,-0.003059,0.074193,0.027810,22.536831,7.938518,0.301505,0.000000
24.256704,6.674471,0.197931,0.199305,0.200000,0.200000,-0.018302,0.000000,0.082768,0.027810,24.683455,12.596225,-0.029751,0.000000
17.890608,6.674452,0.197984,0.199305,0.200000,0.200000,0.006101,0.000000,0.080646,0.027810,23.189426,6.427823,-0.153661,0.000000
18.628811,6.162598,0.197983,0.199358,0.200000,0.200000,0.003051,0.000000,0.080671,0.025678,18.343172,12.916390,0.200853,0.000000
17.607286,6.162636,0.198090,0.199358,0.200000,0.200000,0.003051,0.000000,0.076415,0.025678,25.137369,9.626212,0.351351,0.000000
18.341579,6.162636,0.198089,0.199358,0.200000,0.200000,0.000000,0.000000,0.076423,0.025678,20.505796,8.544376,0.334961,0.000000
18.341599,6.162636,0.198089,0.199358,0.200000,0.200000,-0.000000,0.000000,0.076423,0.025678,21.104782,8.515224,0.159866,0.000000
18.341599,6.897143,0.198089,0.199358,0.200000,0.200000,-0.000000,-0.003060,0.076423,0.025678,21.454205,12.357864,-0.093786,0.000000
15.631943,6.674329,0.198143,0.199305,0.200000,0.200000,0.009156,0.000000,0.074289,0.027810,15.101096,9.120853,-0.084694,0.000000
19.805988,5.428256,0.198089,0.199358,0.200000,0.200000,-0.006103,0.003060,0.076422,0.025678,22.297810,7.969165,0.135736,0.000000
20.317810,6.162636,0.198036,0.199358,0.200000,0.200000,-0.006102,0.000000,0.078555,0.025678,21.377527,6.977654,0.054228,0.000000
18.853291,6.897143,0.198036,0.199358,0.200000,0.200000,-0.000000,-0.003060,0.078555,0.025678,21.089048,9.153793,-0.279507,0.000000
20.317797,6.162636,0.198036,0.199358,0.200000,0.200000,-0.006102,0.000000,0.078555,0.025678,24.406012,8.196361,-0.306124,0.000000
19.876375,6.162636,0.197930,0.199358,0.200000,0.200000,0.000000,0.000000,0.082818,0.025678,20.121948,7.319571,-0.098527,0.000000
19.876394,6.162636,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082818,0.025678,22.819784,8.940465,-0.030990,0.000000
19.876375,6.162636,0.197930,0.199358,0.200000,0.200000,0.000000,0.000000,0.082818,0.025678,22.723146,9.482571,0.156173,0.000000
21.340582,6.162636,0.197930,0.199358,0.200000,0.200000,-0.006101,0.000000,0.082818,0.025678,26.490953,8.100789,0.044736,0.000000
19.876394,6.162652,0.197930,0.199358,0.200000,0.200000,-0.000000,-0.000000,0.082818,0.025678,20.375881,7.656714,-0.454209,0.000000
16.434547,6.162634,0.197983,0.199358,0.200000,0.200000,0.012203,0.000000,0.080680,0.025678,18.001539,8.855516,-0.322906,0.000000
18.847954,6.897112,0.198037,0.199358,0.200000,0.200000,0.000000,-0.003060,0.078533,0.025678,23.661274,12.622833,0.329633,0.000000
20.825340,5.651801,0.197983,0.199411,0.200000,0.200000,-0.006102,0.000000,0.080671,0.023549,24.982624,7.204019,0.481116,0.000000
18.410376,6.162666,0.197930,0.199358,0.200000,0.200000,0.006101,-0.000000,0.082811,0.025678,18.422409,6.267849,-0.100621,0.000000
19.876394,8.143042,0.197930,0.199305,0.200000,0.200000,-0.000000,-0.006120,0.082818,0.027810,19.435720,10.615226,-0.607543,0.000000
16.434547,6.674329,0.197983,0.199305,0.200000,0.200000,0.012203,0.000000,0.080680,0.027810,15.036242,8.798603,-0.354623,0.000000
17.601715,5.651757,0.198090,0.199411,0.200000,0.200000,0.003052,0.000000,0.076392,0.023549,16.050613,8.224394,0.337251,0.000000
18.334156,5.651801,0.198090,0.199411,0.200000,0.200000,-0.000000,0.000000,0.076392,0.023549,21.575014,8.866489,0.476764,0.000000
23.021830,7.631554,0.197983,0.199358,0.200000,0.200000,-0.015254,-0.006120,0.080671,0.025678,25.294153,9.170772,0.043372,0.000000
21.120029,6.897143,0.197876,0.199358,0.200000,0.200000,-0.003050,-0.003060,0.084950,0.025678,22.407585,8.151437,-0.414563,0.000000
19.874533,6.162634,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082811,0.025678,22.019148,7.761635,-0.628004,0.000000
18.115639,6.162605,0.198037,0.199358,0.200000,0.200000,0.003051,0.000000,0.078533,0.025678,24.230806,8.043622,-0.060417,0.000000
18.334156,6.162636,0.198090,0.199358,0.200000,0.200000,-0.000000,0.000000,0.076392,0.025678,23.664055,9.033255,0.362136,0.000000
23.021814,7.631522,0.197983,0.199358,0.200000,0.200000,-0.015254,-0.006120,0.080671,0.025678,23.019707,11.589095,0.174799,0.000000
20.606594,6.162634,0.197930,0.199358,0.200000,0.200000,-0.003050,0.000000,0.082811,0.025678,24.591318,3.626647,-0.359115,0.000000
19.874533,6.674471,0.197930,0.199305,0.200000,0.200000,-0.000000,0.000000,0.082811,0.027810,21.872438,8.696435,-0.595952,0.000000
19.360964,6.897107,0.197983,0.199358,0.200000,0.200000,0.000000,-0.003060,0.080671,0.025678,23.230862,10.435845,-0.163784,0.000000
16.137033,4.693748,0.198090,0.199358,0.200000,0.200000,0.009155,0.006120,0.076392,0.025678,17.355017,6.192245,0.528239,0.000000
23.021814,7.631522,0.197983,0.199358,0.200000,0.200000,-0.015254,-0.006120,0.080671,0.025678,27.359144,11.552840,0.486994,0.000000
18.412237,5.428180,0.197930,0.199358,0.200000,0.200000,0.006101,0.003060,0.082818,0.025678,20.727551,4.097518,-0.247886,0.000000
19.876394,6.162634,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082818,0.025678,18.787685,4.983532,-0.724733,0.000000
17.166664,4.693727,0.197983,0.199358,0.200000,0.200000,0.009152,0.006120,0.080680,0.025678,16.816158,8.360970,-0.353857,0.000000
18.847969,4.693748,0.198037,0.199358,0.200000,0.200000,0.000000,0.006120,0.078533,0.025678,21.145845,5.191327,0.315498,0.000000
18.847998,6.162636,0.198037,0.199358,0.200000,0.200000,-0.000000,0.000000,0.078533,0.025678,22.110340,7.361940,0.543653,0.000000
21.338722,8.366030,0.197930,0.199358,0.200000,0.200000,-0.006101,-0.009181,0.082811,0.025678,20.782619,12.947921,0.342751,0.000000
21.852100,6.897143,0.197876,0.199358,0.200000,0.200000,-0.006100,-0.003060,0.084950,0.025678,25.024832,9.738323,-0.255402,0.000000
18.410345,6.162634,0.197930,0.199358,0.200000,0.200000,0.006101,0.000000,0.082811,0.025678,14.265760,7.523103,-0.480293,0.000000
20.606562,4.693745,0.197930,0.199358,0.200000,0.200000,-0.003050,0.006120,0.082811,0.025678,23.217493,1.865428,-0.229593,0.000000
19.874533,4.693745,0.197930,0.199358,0.200000,0.200000,-0.000000,0.006120,0.082811,0.025678,22.229832,3.998146,-0.081577,0.000000
21.338722,6.385966,0.197930,0.199411,0.200000,0.200000,-0.006101,-0.003061,0.082811,0.023547,23.807825,8.531440,-0.067718,0.000000
19.144379,6.385966,0.197930,0.199411,0.200000,0.200000,0.003050,-0.003061,0.082818,0.023547,20.484358,7.572199,-0.321447,0.000000
19.876394,6.162634,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082818,0.025678,22.067327,8.275787,-0.499037,0.000000
18.628849,6.162634,0.197983,0.199358,0.200000,0.200000,0.003051,0.000000,0.080671,0.025678,24.853497,8.347934,-0.223658,0.000000
18.628735,6.897000,0.197983,0.199358,0.200000,0.200000,0.003051,-0.003060,0.080671,0.025678,22.031805,12.674366,0.359202,0.000000
19.360979,6.162636,0.197983,0.199358,0.200000,0.200000,-0.000000,0.000000,0.080671,0.025678,21.735783,8.484319,0.551518,0.000000
19.656160,6.162651,0.197876,0.199358,0.200000,0.200000,0.003050,-0.000000,0.084950,0.025678,17.488564,9.196544,0.201243,0.000000
20.388088,6.674329,0.197876,0.199305,0.200000,0.200000,-0.000000,0.000000,0.084950,0.027810,21.855791,8.057095,-0.131111,0.000000
20.388088,6.674329,0.197876,0.199305,0.200000,0.200000,-0.000000,0.000000,0.084950,0.027810,23.424437,9.642962,-0.217524,0.000000
17.896620,6.674329,0.197983,0.199305,0.200000,0.200000,0.006101,0.000000,0.080671,0.027810,19.576859,8.389305,-0.123425,0.000000
17.383463,6.674329,0.198037,0.199305,0.200000,0.200000,0.006102,0.000000,0.078533,0.027810,16.422598,8.768806,-0.072715,0.000000
18.847998,6.674329,0.198037,0.199305,0.200000,0.200000,-0.000000,0.000000,0.078533,0.027810,20.600199,8.422885,-0.186260,0.000000
19.360979,6.162652,0.197983,0.199358,0.200000,0.200000,-0.000000,-0.000000,0.080671,0.025678,18.204557,8.144303,-0.386398,0.000000
19.360979,6.162634,0.197983,0.199358,0.200000,0.200000,-0.000000,0.000000,0.080671,0.025678,22.280626,9.123246,-0.488309,0.000000
19.360979,5.428253,0.197983,0.199358,0.200000,0.200000,-0.000000,0.003060,0.080671,0.025678,21.569757,4.890425,-0.224670,0.000000
18.628735,6.897000,0.197983,0.199358,0.200000,0.200000,0.003051,-0.003060,0.080671,0.025678,20.533375,8.697747,0.166775,0.000000
21.338722,6.162636,0.197930,0.199358,0.200000,0.200000,-0.006101,0.000000,0.082811,0.025678,24.082047,10.684328,0.246999,0.000000
21.338722,6.162636,0.197930,0.199358,0.200000,0.200000,-0.006101,0.000000,0.082811,0.025678,29.682798,8.925961,0.088796,0.000000
19.142517,6.162636,0.197930,0.199358,0.200000,0.200000,0.003050,0.000000,0.082811,0.025678,21.603872,8.198810,-0.116839,0.000000
19.874533,6.162636,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082811,0.025678,22.178881,8.392880,-0.171995,0.000000
19.142376,6.162636,0.197930,0.199358,0.200000,0.200000,0.003051,0.000000,0.082811,0.025678,20.330410,7.575396,-0.114967,0.000000
19.142376,6.162636,0.197930,0.199358,0.200000,0.200000,0.003051,0.000000,0.082811,0.025678,20.794054,8.044258,0.011301,0.000000
19.874533,6.162636,0.197930,0.199358,0.200000,0.200000,-0.000000,0.000000,0.082811,0.025678,21.805548,8.017256,-0.026458,0.000000
