R_F,L_F,R_l,L_l,R_ref_l,L_ref_l,R_dl,L_dl,R_ref_dl,L_ref_dl,R_P,L_P,I12,I13
-32.070381,-30.169781,0.385792,0.376838,0.370000,0.370000,0.004912,-0.005140,-0.015792,-0.006838,-32.122639,-29.815048,0.000327,0.000000
-32.074577,-30.679359,0.385835,0.376794,0.370000,0.370000,0.004911,0.000000,-0.015835,-0.006794,-31.894766,-29.776926,-0.008095,0.000000
-31.583469,-30.674940,0.385835,0.376749,0.370000,0.370000,0.000000,0.000000,-0.015835,-0.006749,-31.508600,-32.537411,0.146535,0.000000
-31.583469,-30.417835,0.385835,0.376750,0.370000,0.370000,0.000000,-0.002571,-0.015835,-0.006750,-31.232000,-32.128963,0.277377,0.000000
-31.579157,-30.413433,0.385792,0.376706,0.370000,0.370000,0.000000,-0.002571,-0.015792,-0.006706,-31.432266,-29.984316,0.237430,0.000000
-31.579157,-30.413460,0.385792,0.376706,0.370000,0.370000,0.000000,-0.002571,-0.015792,-0.006706,-31.183044,-29.557541,0.292165,0.000000
-31.579157,-30.927746,0.385792,0.376706,0.370000,0.370000,0.000000,0.002571,-0.015792,-0.006706,-31.403343,-30.263103,0.265651,0.000000
-31.579157,-31.184986,0.385792,0.376707,0.370000,0.370000,0.000000,0.005143,-0.015792,-0.006707,-31.475224,-30.599417,0.196289,0.000000
-31.579157,-31.450733,0.385792,0.376795,0.370000,0.370000,0.000000,0.007712,-0.015792,-0.006795,-31.779572,-31.225475,0.091471,0.000000
-31.579157,-30.683989,0.385792,0.376840,0.370000,0.370000,0.000000,0.000000,-0.015792,-0.006840,-31.877197,-28.239483,-0.086304,0.000000
-31.579157,-30.684055,0.385792,0.376841,0.370000,0.370000,0.000000,0.000000,-0.015792,-0.006841,-32.188728,-33.295906,-0.344985,0.000000
-31.824789,-30.427027,0.385792,0.376841,0.370000,0.370000,0.002456,-0.002570,-0.015792,-0.006841,-32.193295,-28.180931,-0.401217,0.000000
-31.583469,-30.679670,0.385835,0.376797,0.370000,0.370000,0.000000,0.000000,-0.015835,-0.006797,-32.037750,-30.609379,-0.437551,0.000000
-31.829044,-30.165627,0.385835,0.376797,0.370000,0.370000,0.002456,-0.005141,-0.015835,-0.006797,-32.611263,-30.343904,-0.560907,0.000000
-31.583469,-29.637470,0.385835,0.376663,0.370000,0.370000,0.000000,-0.010289,-0.015835,-0.006663,-32.191879,-29.647854,-0.467977,0.000000
-31.583469,-30.666256,0.385835,0.376663,0.370000,0.370000,0.000000,0.000000,-0.015835,-0.006663,-32.365978,-30.783842,-0.479593,0.000000
-31.583467,-30.661722,0.385835,0.376617,0.370000,0.370000,-0.000000,-0.000000,-0.015835,-0.006617,-31.444141,-29.643017,-0.375633,0.000000
-31.579227,-30.661722,0.385792,0.376617,0.370000,0.370000,-0.000000,-0.000000,-0.015792,-0.006617,-31.424011,-29.956663,-0.168209,0.000000
-31.829079,-30.404430,0.385835,0.376617,0.370000,0.370000,0.002455,-0.002573,-0.015835,-0.006617,-32.277538,-30.018038,-0.249471,0.000000
-31.829159,-29.623144,0.385836,0.376527,0.370000,0.370000,0.002455,-0.010295,-0.015836,-0.006527,-32.389782,-29.272305,-0.443746,0.000000
-32.078953,-28.321236,0.385880,0.376391,0.370000,0.370000,0.004910,-0.023178,-0.015880,-0.006391,-32.296539,-24.691538,-0.446743,0.000000
-32.332634,-31.664925,0.385965,0.376345,0.370000,0.370000,0.007361,0.010304,-0.015965,-0.006345,-31.480591,-31.244785,-0.292190,0.000000
-31.346815,-31.935101,0.385923,0.376480,0.370000,0.370000,-0.002455,0.012872,-0.015923,-0.006480,-30.482998,-27.387278,0.017671,0.000000
-30.115135,-30.647949,0.385881,0.376480,0.370000,0.370000,-0.014730,-0.000000,-0.015881,-0.006480,-27.491430,-29.137520,0.457714,0.000000
-31.825272,-30.128500,0.385796,0.376435,0.370000,0.370000,0.002456,-0.005150,-0.015796,-0.006435,-34.313549,-24.452356,1.038155,0.000000
-31.579641,-31.686270,0.385796,0.376570,0.370000,0.370000,0.000000,0.010293,-0.015796,-0.006570,-29.719307,-26.248295,1.634746,0.000000
-31.084030,-32.213493,0.385754,0.376706,0.370000,0.370000,-0.004913,0.015429,-0.015754,-0.006706,-32.256996,-28.004251,1.654595,0.000000
-31.329676,-31.716444,0.385754,0.376887,0.370000,0.370000,-0.002457,0.010277,-0.015754,-0.006887,-30.201958,-30.232292,1.508522,0.000000
-31.329721,-30.945539,0.385754,0.376886,0.370000,0.370000,-0.002456,0.002570,-0.015754,-0.006886,-29.901363,-29.029184,1.478198,0.000000
-31.821054,-31.206640,0.385754,0.376929,0.370000,0.370000,0.002457,0.005138,-0.015754,-0.006929,-30.951088,-31.962782,1.173133,0.000000
-31.575325,-30.954123,0.385753,0.376973,0.370000,0.370000,-0.000000,0.002569,-0.015753,-0.006973,-30.994539,-30.214005,1.123320,0.000000
-31.575296,-30.954123,0.385753,0.376973,0.370000,0.370000,-0.000000,0.002569,-0.015753,-0.006973,-30.947508,-29.708456,0.795212,0.000000
-32.070499,-30.701719,0.385793,0.377017,0.370000,0.370000,0.004912,0.000000,-0.015793,-0.007017,-34.004299,-30.415577,0.476277,0.000000
-31.092257,-30.701778,0.385834,0.377018,0.370000,0.370000,-0.004911,0.000000,-0.015834,-0.007018,-29.463957,-30.908802,0.080961,0.000000
-31.329025,-30.701775,0.385747,0.377018,0.370000,0.370000,-0.002457,0.000000,-0.015747,-0.007018,-33.443378,-30.861525,-0.150293,0.000000
-30.587553,-30.958612,0.385704,0.377018,0.370000,0.370000,-0.009828,0.002568,-0.015704,-0.007018,-30.716145,-28.666233,-0.116482,0.000000
-30.578665,-30.701843,0.385620,0.377018,0.370000,0.370000,-0.009833,0.000000,-0.015620,-0.007018,-32.696918,-30.635014,-0.028570,0.000000
-33.290867,-31.480850,0.385707,0.377108,0.370000,0.370000,0.017201,0.007701,-0.015707,-0.007108,-31.239407,-31.504883,0.052630,0.000000
-30.833843,-31.232870,0.385710,0.377197,0.370000,0.370000,-0.007372,0.005131,-0.015710,-0.007197,-32.633152,-28.754093,0.077244,0.000000
-31.079613,-30.719728,0.385711,0.377197,0.370000,0.370000,-0.004915,0.000000,-0.015711,-0.007197,-27.050049,-31.173365,-0.104388,0.000000
-33.294685,-30.458742,0.385750,0.377153,0.370000,0.370000,0.017197,-0.002566,-0.015750,-0.007153,-37.432446,-27.947371,0.034855,0.000000
-31.579044,-30.458786,0.385790,0.377154,0.370000,0.370000,0.000000,-0.002566,-0.015790,-0.007154,-29.496071,-30.604347,-0.013633,0.000000
-30.346375,-29.941046,0.385747,0.377111,0.370000,0.370000,-0.012283,-0.007700,-0.015747,-0.007111,-28.344887,-30.222128,-0.196135,0.000000
-32.557396,-29.418133,0.385747,0.377020,0.370000,0.370000,0.009827,-0.012839,-0.015747,-0.007020,-34.982632,-29.546322,-0.226356,0.000000
-30.842339,-31.219843,0.385791,0.377064,0.370000,0.370000,-0.007368,0.005135,-0.015791,-0.007064,-26.935915,-29.476084,-0.341848,0.000000
-31.820892,-28.642599,0.385752,0.376973,0.370000,0.370000,0.002457,-0.020547,-0.015752,-0.006973,-33.829178,-21.578947,-0.280983,0.000000
-30.337814,-29.132233,0.385667,0.376749,0.370000,0.370000,-0.012289,-0.015427,-0.015667,-0.006749,-31.238972,-29.995546,-0.445037,0.000000
-31.812601,-32.221722,0.385669,0.376794,0.370000,0.370000,0.002457,0.015424,-0.015669,-0.006794,-38.490303,-34.664837,-0.514787,0.000000
-32.070660,-30.675016,0.385794,0.376750,0.370000,0.370000,0.004912,0.000000,-0.015794,-0.006750,-26.118773,-38.421684,-0.727238,0.000000
-31.574846,-31.202251,0.385748,0.376884,0.370000,0.370000,0.000000,0.005139,-0.015748,-0.006884,-31.616543,-26.726665,-0.623599,0.000000
-30.086927,-30.427023,0.385619,0.376840,0.370000,0.370000,-0.014750,-0.002570,-0.015619,-0.006840,-33.274113,-33.680439,-0.818510,0.000000
-31.557634,-31.463734,0.385576,0.376931,0.370000,0.370000,0.000000,0.007707,-0.015576,-0.006931,-36.569939,-34.389690,-0.727846,0.000000
-32.553402,-29.660856,0.385705,0.376886,0.370000,0.370000,0.009829,-0.010278,-0.015705,-0.006886,-29.255211,-28.484253,-0.848086,0.000000
-32.311974,-29.132298,0.385750,0.376749,0.370000,0.370000,0.007370,-0.015426,-0.015750,-0.006749,-36.779564,-29.531818,-0.726070,0.000000
-31.329447,-31.450472,0.385751,0.376793,0.370000,0.370000,-0.002457,0.007712,-0.015751,-0.006793,-30.210596,-27.991072,-0.903827,0.000000
-32.312290,-31.711853,0.385753,0.376839,0.370000,0.370000,0.007370,0.010280,-0.015753,-0.006839,-34.817715,-31.897505,-0.481660,0.000000
-30.842802,-29.132320,0.385796,0.376749,0.370000,0.370000,-0.007368,-0.015426,-0.015796,-0.006749,-26.848585,-31.885086,-0.454453,0.000000
-31.821001,-32.482796,0.385753,0.376838,0.370000,0.370000,0.002457,0.017990,-0.015753,-0.006838,-36.454399,-34.994450,-0.386225,0.000000
-31.333868,-29.137100,0.385795,0.376794,0.370000,0.370000,-0.002456,-0.015423,-0.015795,-0.006794,-29.321758,-27.238600,-0.433948,0.000000
-30.592367,-31.189373,0.385750,0.376751,0.370000,0.370000,-0.009827,0.005142,-0.015750,-0.006751,-32.805943,-31.171509,-0.330742,0.000000
-31.079245,-31.973394,0.385707,0.376886,0.370000,0.370000,-0.004914,0.012847,-0.015707,-0.006886,-29.263378,-29.972889,-0.377634,0.000000
-31.816399,-29.132666,0.385707,0.376753,0.370000,0.370000,0.002457,-0.015426,-0.015707,-0.006753,-32.102135,-31.846846,-0.519397,0.000000
-31.570652,-30.932219,0.385707,0.376751,0.370000,0.370000,0.000000,0.002571,-0.015707,-0.006751,-31.392216,-33.122726,-0.242169,0.000000
-31.324947,-32.487095,0.385707,0.376885,0.370000,0.370000,-0.002457,0.017986,-0.015707,-0.006885,-29.111946,-30.352039,-0.210994,0.000000
-31.570650,-30.436060,0.385707,0.376929,0.370000,0.370000,-0.000000,-0.002569,-0.015707,-0.006929,-31.512444,-30.495228,-0.125204,0.000000
-31.574972,-30.692936,0.385750,0.376929,0.370000,0.370000,0.000000,-0.000000,-0.015750,-0.006929,-29.223104,-30.530861,0.028936,0.000000
-31.820663,-30.949856,0.385750,0.376929,0.370000,0.370000,0.002457,0.002569,-0.015750,-0.006929,-31.622501,-33.195164,0.085337,0.000000
-31.574972,-30.431435,0.385750,0.376884,0.370000,0.370000,0.000000,-0.002570,-0.015750,-0.006884,-31.387266,-30.293705,0.096765,0.000000
-31.574972,-30.949810,0.385750,0.376929,0.370000,0.370000,0.000000,0.002569,-0.015750,-0.006929,-31.271830,-30.795252,0.083189,0.000000
-31.574972,-30.435987,0.385750,0.376929,0.370000,0.370000,0.000000,-0.002569,-0.015750,-0.006929,-31.280041,-30.021736,0.099837,0.000000
-31.574974,-31.210995,0.385750,0.376973,0.370000,0.370000,0.000000,0.005137,-0.015750,-0.006973,-31.372377,-33.412960,-0.090658,0.000000
-31.574974,-30.435963,0.385750,0.376928,0.370000,0.370000,0.000000,-0.002569,-0.015750,-0.006928,-32.211384,-30.932726,-0.195467,0.000000
-31.574972,-30.954092,0.385750,0.376972,0.370000,0.370000,0.000000,0.002569,-0.015750,-0.006972,-30.488640,-34.142944,-0.633881,0.000000
-31.574972,-29.403528,0.385750,0.376883,0.370000,0.370000,0.000000,-0.012847,-0.015750,-0.006883,-31.096060,-28.894173,-0.267341,0.000000
-31.579285,-29.122881,0.385793,0.376662,0.370000,0.370000,-0.000000,-0.015433,-0.015793,-0.006662,-31.680292,-33.770657,-0.458053,0.000000
-31.579285,-31.703608,0.385793,0.376751,0.370000,0.370000,-0.000000,0.010285,-0.015793,-0.006751,-29.809452,-36.558952,-0.274146,0.000000
-31.824919,-28.866005,0.385793,0.376665,0.370000,0.370000,0.002456,-0.018005,-0.015793,-0.006665,-32.046505,-26.682060,-0.308843,0.000000
-31.329391,-30.919262,0.385750,0.376620,0.370000,0.370000,-0.002456,0.002573,-0.015750,-0.006620,-31.415529,-33.048206,-0.183606,0.000000
-31.820688,-30.661964,0.385750,0.376620,0.370000,0.370000,0.002456,-0.000000,-0.015750,-0.006620,-31.448692,-30.264465,0.040774,0.000000
-31.575134,-30.919212,0.385751,0.376620,0.370000,0.370000,0.000000,0.002572,-0.015751,-0.006620,-32.699612,-29.610638,0.627463,0.000000
-31.575134,-30.666512,0.385751,0.376665,0.370000,0.370000,0.000000,-0.000000,-0.015751,-0.006665,-30.415754,-26.931183,0.909866,0.000000
-31.575134,-30.666517,0.385751,0.376665,0.370000,0.370000,0.000000,0.000000,-0.015751,-0.006665,-30.511578,-29.012743,1.047666,0.000000
-31.570795,-30.923756,0.385708,0.376665,0.370000,0.370000,0.000000,0.002572,-0.015708,-0.006665,-33.032875,-29.793938,0.936986,0.000000
-31.570795,-30.928091,0.385708,0.376709,0.370000,0.370000,0.000000,0.002572,-0.015708,-0.006709,-31.025934,-32.415501,0.776213,0.000000
-31.575043,-30.670902,0.385750,0.376709,0.370000,0.370000,0.000000,-0.000000,-0.015750,-0.006709,-31.376596,-30.268883,0.497161,0.000000
-31.575043,-30.670902,0.385750,0.376709,0.370000,0.370000,0.000000,-0.000000,-0.015750,-0.006709,-31.745399,-31.075075,0.128333,0.000000
-31.329393,-30.670902,0.385750,0.376709,0.370000,0.370000,-0.002456,-0.000000,-0.015750,-0.006709,-29.378340,-30.571777,-0.173702,0.000000
-31.575041,-30.670902,0.385750,0.376709,0.370000,0.370000,0.000000,-0.000000,-0.015750,-0.006709,-32.149654,-30.963131,-0.205021,0.000000
-31.816425,-30.932367,0.385707,0.376753,0.370000,0.370000,0.002457,0.002571,-0.015707,-0.006753,-32.169270,-31.106853,-0.203414,0.000000
-31.325016,-30.675280,0.385707,0.376753,0.370000,0.370000,-0.002457,-0.000000,-0.015707,-0.006753,-31.366980,-30.532352,-0.160477,0.000000
-31.574974,-30.675280,0.385750,0.376753,0.370000,0.370000,0.000000,-0.000000,-0.015750,-0.006753,-31.830814,-30.922546,-0.128572,0.000000
-31.570654,-30.675280,0.385707,0.376753,0.370000,0.370000,0.000000,-0.000000,-0.015707,-0.006753,-31.893408,-30.731071,-0.172779,0.000000
-31.324947,-30.675280,0.385707,0.376753,0.370000,0.370000,-0.002457,-0.000000,-0.015707,-0.006753,-31.505156,-30.694658,-0.179182,0.000000
-31.820601,-30.675280,0.385749,0.376753,0.370000,0.370000,0.002457,-0.000000,-0.015749,-0.006753,-31.889181,-30.740068,-0.170094,0.000000
-32.315910,-30.675280,0.385791,0.376753,0.370000,0.370000,0.007368,-0.000000,-0.015791,-0.006753,-32.430096,-30.658350,-0.150228,0.000000
-31.087791,-30.675283,0.385790,0.376753,0.370000,0.370000,-0.004912,0.000000,-0.015790,-0.006753,-28.781990,-30.536661,-0.015296,0.000000
-30.837734,-30.675280,0.385747,0.376753,0.370000,0.370000,-0.007370,-0.000000,-0.015747,-0.006753,-33.253918,-30.874685,-0.037915,0.000000
-31.324677,-30.670902,0.385704,0.376709,0.370000,0.370000,-0.002457,-0.000000,-0.015704,-0.006709,-31.501390,-30.762657,-0.130804,0.000000
-31.570410,-30.670902,0.385704,0.376709,0.370000,0.370000,0.000000,-0.000000,-0.015704,-0.006709,-31.593235,-30.501257,-0.068408,0.000000
-31.816113,-30.928043,0.385704,0.376709,0.370000,0.370000,0.002457,0.002571,-0.015704,-0.006709,-31.720142,-33.329227,0.074287,0.000000
-31.570406,-30.932367,0.385704,0.376753,0.370000,0.370000,0.000000,0.002571,-0.015704,-0.006753,-31.034536,-32.866520,0.275804,0.000000
-31.816113,-30.675280,0.385704,0.376753,0.370000,0.370000,0.002457,-0.000000,-0.015704,-0.006753,-31.225740,-30.163050,0.392029,0.000000
-31.570410,-30.675280,0.385704,0.376753,0.370000,0.370000,0.000000,-0.000000,-0.015704,-0.006753,-33.544640,-30.412060,0.360907,0.000000
-31.570408,-30.418148,0.385704,0.376753,0.370000,0.370000,0.000000,-0.002571,-0.015704,-0.006753,-31.360985,-27.923571,0.225880,0.000000
-31.324728,-30.413715,0.385704,0.376709,0.370000,0.370000,-0.002457,-0.002572,-0.015704,-0.006709,-30.937878,-32.492847,0.200480,0.000000
-32.311810,-30.666424,0.385747,0.376664,0.370000,0.370000,0.007371,0.000000,-0.015747,-0.006664,-33.938133,-30.270588,0.289518,0.000000
-30.587700,-31.960770,0.385706,0.376752,0.370000,0.370000,-0.009829,0.012855,-0.015706,-0.006752,-30.592220,-31.711754,0.085576,0.000000
-30.820358,-29.903772,0.385580,0.376751,0.370000,0.370000,-0.007376,-0.007713,-0.015580,-0.006751,-30.567049,-27.364531,0.035349,0.000000
-33.291046,-29.894371,0.385710,0.376660,0.370000,0.370000,0.017201,-0.007716,-0.015710,-0.006660,-38.042553,-32.586380,-0.022650,0.000000
-30.583717,-31.441875,0.385668,0.376704,0.370000,0.370000,-0.009831,0.007715,-0.015668,-0.006704,-24.480076,-31.976006,-0.366011,0.000000
-32.308216,-30.674856,0.385711,0.376749,0.370000,0.370000,0.007372,0.000000,-0.015711,-0.006749,-37.649437,-26.831863,-0.433774,0.000000
-30.829363,-29.375103,0.385667,0.376614,0.370000,0.370000,-0.007373,-0.012863,-0.015667,-0.006614,-31.981857,-32.682308,-0.782306,0.000000
-31.070585,-30.927567,0.385623,0.376704,0.370000,0.370000,-0.004917,0.002571,-0.015623,-0.006704,-32.033283,-31.799240,-0.934236,0.000000
-31.562267,-30.670424,0.385623,0.376704,0.370000,0.370000,-0.000000,-0.000000,-0.015623,-0.006704,-31.962910,-31.093246,-0.841969,0.000000
-31.312080,-30.931974,0.385580,0.376749,0.370000,0.370000,-0.002459,0.002571,-0.015580,-0.006749,-31.261364,-28.425127,-0.389469,0.000000
-31.553642,-30.936388,0.385536,0.376794,0.370000,0.370000,-0.000000,0.002570,-0.015536,-0.006794,-33.832626,-30.814133,-0.163681,0.000000
-32.299625,-31.197842,0.385621,0.376838,0.370000,0.370000,0.007375,0.005140,-0.015621,-0.006838,-34.095478,-33.130627,0.112992,0.000000
-33.294529,-30.940861,0.385749,0.376838,0.370000,0.370000,0.017197,0.002570,-0.015749,-0.006838,-32.691906,-30.290487,0.312867,0.000000
-31.329163,-30.683834,0.385748,0.376838,0.370000,0.370000,-0.002456,-0.000000,-0.015748,-0.006838,-31.212009,-30.506723,0.379778,0.000000
-31.574812,-30.169828,0.385748,0.376838,0.370000,0.370000,0.000000,-0.005140,-0.015748,-0.006838,-33.749302,-30.171036,0.218136,0.000000
-31.574764,-30.422274,0.385748,0.376794,0.370000,0.370000,0.000000,-0.002571,-0.015748,-0.006794,-32.039028,-30.905018,-0.084687,0.000000
-31.574764,-30.417751,0.385748,0.376749,0.370000,0.370000,0.000000,-0.002571,-0.015748,-0.006749,-32.114227,-28.784836,-0.348647,0.000000
-31.574764,-30.674885,0.385748,0.376749,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.006749,-32.407719,-31.510345,-0.625055,0.000000
-31.820454,-30.674885,0.385748,0.376749,0.370000,0.370000,0.002457,-0.000000,-0.015748,-0.006749,-32.883720,-31.782612,-0.875644,0.000000
-31.574762,-30.674885,0.385748,0.376749,0.370000,0.370000,-0.000000,-0.000000,-0.015748,-0.006749,-32.480625,-31.619301,-0.956874,0.000000
-31.824694,-30.674885,0.385791,0.376749,0.370000,0.370000,0.002456,-0.000000,-0.015791,-0.006749,-32.178280,-31.128595,-0.801839,0.000000
-31.579063,-30.674885,0.385791,0.376749,0.370000,0.370000,0.000000,-0.000000,-0.015791,-0.006749,-31.471466,-30.691675,-0.388276,0.000000
-31.579063,-30.674885,0.385791,0.376749,0.370000,0.370000,0.000000,-0.000000,-0.015791,-0.006749,-31.444519,-30.540003,-0.151425,0.000000
-31.579063,-30.674885,0.385791,0.376749,0.370000,0.370000,0.000000,-0.000000,-0.015791,-0.006749,-31.352234,-30.405756,-0.000531,0.000000
-31.579063,-30.932018,0.385791,0.376749,0.370000,0.370000,0.000000,0.002571,-0.015791,-0.006749,-31.448645,-30.783747,0.053570,0.000000
-31.579063,-30.936462,0.385791,0.376794,0.370000,0.370000,0.000000,0.002571,-0.015791,-0.006794,-31.637360,-33.348305,-0.019497,0.000000
-31.579063,-31.197918,0.385791,0.376839,0.370000,0.370000,0.000000,0.005140,-0.015791,-0.006839,-31.998034,-31.526619,-0.153331,0.000000
-31.579063,-30.426933,0.385791,0.376839,0.370000,0.370000,0.000000,-0.002570,-0.015791,-0.006839,-32.441151,-31.313021,-0.435583,0.000000
-31.579063,-30.426901,0.385791,0.376839,0.370000,0.370000,0.000000,-0.002570,-0.015791,-0.006839,-32.528961,-31.441881,-0.713113,0.000000
-31.579063,-29.903633,0.385791,0.376750,0.370000,0.370000,0.000000,-0.007714,-0.015791,-0.006750,-31.991877,-28.043446,-0.692391,0.000000
-31.579063,-30.156216,0.385791,0.376705,0.370000,0.370000,0.000000,-0.005143,-0.015791,-0.006705,-32.108818,-28.223038,-0.575269,0.000000
-31.579063,-30.413353,0.385791,0.376705,0.370000,0.370000,0.000000,-0.002572,-0.015791,-0.006705,-32.068096,-28.540171,-0.414848,0.000000
-31.579063,-30.666115,0.385791,0.376661,0.370000,0.370000,0.000000,0.000000,-0.015791,-0.006661,-31.792280,-30.683144,-0.296559,0.000000
-31.579060,-30.670540,0.385791,0.376705,0.370000,0.370000,-0.000000,-0.000000,-0.015791,-0.006705,-32.407978,-31.139502,-0.224260,0.000000
-31.579060,-30.670542,0.385791,0.376705,0.370000,0.370000,-0.000000,0.000000,-0.015791,-0.006705,-32.304047,-30.942726,-0.128539,0.000000
-31.574810,-31.446325,0.385748,0.376750,0.370000,0.370000,0.000000,0.007714,-0.015748,-0.006750,-30.441236,-30.214897,-0.165902,0.000000
-31.574810,-31.197845,0.385748,0.376838,0.370000,0.370000,0.000000,0.005140,-0.015748,-0.006838,-32.520164,-29.588161,-0.191548,0.000000
-31.574810,-30.422342,0.385748,0.376794,0.370000,0.370000,0.000000,-0.002571,-0.015748,-0.006794,-32.297630,-33.373745,-0.088942,0.000000
-31.574810,-30.683861,0.385748,0.376839,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.006839,-33.266315,-29.809780,-0.116209,0.000000
-31.329119,-30.683861,0.385748,0.376839,0.370000,0.370000,-0.002457,-0.000000,-0.015748,-0.006839,-28.526983,-29.883995,0.075928,0.000000
-31.574810,-30.940842,0.385748,0.376839,0.370000,0.370000,0.000000,0.002570,-0.015748,-0.006839,-30.459270,-31.954477,0.370776,0.000000
-31.574810,-30.945206,0.385748,0.376883,0.370000,0.370000,0.000000,0.002569,-0.015748,-0.006883,-30.436344,-29.510902,0.658494,0.000000
-31.574810,-30.949612,0.385748,0.376927,0.370000,0.370000,0.000000,0.002569,-0.015748,-0.006927,-30.619507,-29.860844,0.969649,0.000000
-31.329163,-31.210814,0.385748,0.376971,0.370000,0.370000,-0.002456,0.005137,-0.015748,-0.006971,-30.257061,-29.916960,1.157094,0.000000
-31.329163,-31.215151,0.385748,0.377016,0.370000,0.370000,-0.002456,0.005136,-0.015748,-0.007016,-28.322166,-30.008919,1.116142,0.000000
-31.329163,-30.962730,0.385748,0.377060,0.370000,0.370000,-0.002456,0.002567,-0.015748,-0.007060,-28.410339,-29.854744,0.903710,0.000000
-31.574812,-30.706018,0.385748,0.377060,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007060,-31.083401,-30.008501,0.687419,0.000000
-31.574812,-30.706018,0.385748,0.377060,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007060,-31.330503,-30.409101,0.467004,0.000000
-31.574768,-30.444767,0.385748,0.377016,0.370000,0.370000,0.000000,-0.002568,-0.015748,-0.007016,-31.499922,-30.259544,0.271234,0.000000
-31.574764,-30.444767,0.385748,0.377016,0.370000,0.370000,0.000000,-0.002568,-0.015748,-0.007016,-29.581337,-30.640186,0.073473,0.000000
-31.820414,-30.701576,0.385748,0.377016,0.370000,0.370000,0.002457,-0.000000,-0.015748,-0.007016,-33.977604,-30.560970,-0.017187,0.000000
-31.574764,-30.701576,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.519590,-30.388144,0.030696,0.000000
-31.574764,-30.701576,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.633892,-30.635590,0.021174,0.000000
-31.574764,-30.701576,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.587366,-30.755098,-0.055895,0.000000
-31.574764,-30.701576,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.725864,-30.755011,-0.048920,0.000000
-31.574764,-31.219484,0.385748,0.377060,0.370000,0.370000,0.000000,0.005135,-0.015748,-0.007060,-31.688099,-31.302883,-0.102129,0.000000
-31.574764,-30.962782,0.385748,0.377060,0.370000,0.370000,0.000000,0.002568,-0.015748,-0.007060,-31.375355,-28.176186,-0.058009,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.490440,-30.567795,-0.012391,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.662277,-30.700830,-0.073909,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.673174,-30.793823,-0.154989,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.829725,-30.942770,-0.075113,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.829576,-30.882513,-0.139194,0.000000
-31.574764,-30.453825,0.385748,0.377105,0.370000,0.370000,0.000000,-0.002567,-0.015748,-0.007105,-31.813801,-30.732050,-0.159077,0.000000
-31.574764,-30.710484,0.385748,0.377105,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007105,-31.898964,-31.075735,-0.231787,0.000000
-31.820454,-30.453825,0.385748,0.377105,0.370000,0.370000,0.002457,-0.002567,-0.015748,-0.007105,-34.348713,-30.602900,-0.276492,0.000000
-31.574764,-30.449303,0.385748,0.377061,0.370000,0.370000,0.000000,-0.002568,-0.015748,-0.007061,-31.972277,-30.651711,-0.388739,0.000000
-31.820454,-30.701599,0.385748,0.377016,0.370000,0.370000,0.002457,-0.000000,-0.015748,-0.007016,-32.220005,-31.101246,-0.517735,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.809765,-33.373077,-0.485007,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.683384,-30.976749,-0.299293,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.734711,-30.684170,-0.169198,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.634241,-30.711430,-0.125669,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.846453,-30.823221,-0.159398,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.571207,-30.530413,-0.145468,0.000000
-31.574764,-30.701599,0.385748,0.377016,0.370000,0.370000,0.000000,-0.000000,-0.015748,-0.007016,-31.394552,-30.368402,0.058647,0.000000
